spec,line_no,class,section,story,requirement_id,raw_line
SBR,86,NARRATIVE,Key Decisions,,,"    - All displayed numeric values round **half-up** (away from zero) at their stated precision (money to cents; Inv. Hrs and Margin % to one decimal). Rolled-up values are computed from unrounded components and then rounded, so a totals cell may differ from the eye-summed displayed rows by one unit in the last decimal — this is expected."
SBR,87,NARRATIVE,Key Decisions,,,"- **Subtotal is the headline column:** bolded across the header, every rep summary row, every invoice detail row, and the grand Totals indicator; pinned to the right edge on screen (Story 10)."
SBR,88,NARRATIVE,Key Decisions,,,"- **""Inv. Hrs"" is color-coded** (green positive / red negative / default zero) on screen and in both PDFs; the CSVs stay monochrome."
SBR,89,NARRATIVE,Key Decisions,,,"- **Negative dollar values use accounting-convention parentheses** — `($1,234.56)` — on screen and in both PDFs, across every money column (Labor Invoiced, Labor Margin, Parts Invoiced, Parts Margin, Margin, Subtotal). Inv. Hrs (a signed time value) and Margin % (a signed percentage) are excluded. The CSVs use plain signed numbers (see S14-R15/R16)."
SBR,90,NARRATIVE,Key Decisions,,,"- **Rep ordering is plain A→Z** by display name (case-insensitive), with the ""Unassigned"" row pinned to the top when shown. There are no active/inactive tiers. A user column-sort replaces the default A→Z (Story 11)."
SBR,91,NARRATIVE,Key Decisions,,,- **Invoice and customer links navigate in the same tab; browser back restores full state** (Story 12).
SBR,92,NARRATIVE,Key Decisions,,,- **The report has no on-screen search bar.** Drilldown is via chevron expansion.
SBR,93,NARRATIVE,Key Decisions,,,"- **Placement: additive at the bottom of the ""Performance"" group** in the Reports left sidebar (S1-R2)."
SBR,94,NARRATIVE,Key Decisions,,,"- **Location is surfaced per row, not as a standalone scope stamp.** A **Location** column is shown only when the current view spans more than one location; when the view is scoped to a single location the column is hidden, because that one location is already unambiguous. On a rep summary row the cell reads the location's name when all of that rep's matching invoices are at one location, or the literal **Multiple** when they span more than one; on an invoice detail row the cell reads that invoice's own exact location. Every export additionally carries a ""Locations:"" line naming the scope (or ""All locations"" when the full accessible set is selected), so a multi-location export is never ambiguous about which locations it covers."
SBR,96,HEADING,Terminology,,,## 4. Terminology
SBR,98,NARRATIVE,Terminology,,,"- **Sales rep toggle** — The flag on a staff member that marks them as a sales representative. It governs who is offered for a new rep assignment. For this report, a rep whose toggle is currently on is ""active""; a rep whose toggle is off is ""(Inactive)"" but still shown if they have matching invoices."
SBR,99,NARRATIVE,Terminology,,,"- **Inv. Hrs (Labor Delta)** — hours invoiced minus hours worked (see §3). Positive means the shop billed more time than it spent. Rendered ""Inv. Hrs"" with green/red/default coloring."
SBR,100,NARRATIVE,Terminology,,,"- **Subtotal** — Labor Invoiced + Parts Invoiced, pre-tax (§3). The headline revenue column."
SBR,101,NARRATIVE,Terminology,,,- **Margin / Margin %** — combined profit dollars / that profit as a percentage of Subtotal (§3).
SBR,102,NARRATIVE,Terminology,,,"- **Rep summary row** — the collapsed row representing one rep, rolling up their matching invoices. The **Unassigned row** is a special summary row (shown only when Show Unassigned is on) that rolls up matching invoices with no assigned rep."
SBR,103,NARRATIVE,Terminology,,,"- **Invoice detail row** — a row inside a rep's expanded view, representing one contributing invoice."
SBR,104,NARRATIVE,Terminology,,,"- **Parts invoice / Service invoice** — the Product Type classification, by invoice number prefix (`P` = Parts, `S` = Service)."
SBR,105,NARRATIVE,Terminology,,,"- **Snapshot** — the rep captured onto the invoice at creation time — the Work Order's rep, or (when the WO has no rep) the customer's assigned rep — stored as the rep's id **and a denormalized rep display name**. Immutable on past invoices. The denormalized name is what the report displays (and sorts on) for a rep whose staff record is later deleted (S5-R9)."
SBR,106,NARRATIVE,Terminology,,,"- **Location (column)** — A per-row column showing the location a row belongs to, displayed only when the current view spans more than one location (hidden for a single-location view). On a rep summary row it reads the single location's name, or the literal **Multiple** when that rep's matching invoices span more than one location; on an invoice detail row it reads that invoice's own exact location (the location of its originating work order / parts sale, §3)."
SBR,108,HEADING,Assumptions,,,## 5. Assumptions
SBR,110,NARRATIVE,Assumptions,,,"- The sales rep toggle on staff records is the canonical ""is this person a sales rep"" flag. Enabling it makes a staff member selectable as a rep; existing staff are not retroactively swept."
SBR,111,NARRATIVE,Assumptions,,,"- A Work Order carries a single Sales Rep assignment, settable/changeable before invoicing. At invoice creation the WO's rep is snapshotted onto the invoice; when the WO has no rep, the snapshot falls back to the customer's assigned rep; when that is absent, the invoice is unassigned."
SBR,112,NARRATIVE,Assumptions,,,"- Reversed invoices are excluded everywhere in this report (rep totals, detail rows, both PDF tables, and the contributor gate). ""Reversed"" defers to the canonical ShopView invoice-status ruleset."
SBR,113,NARRATIVE,Assumptions,,,- Invoice numbers always start with `P` (Parts) or `S` (Service) — a system invariant the Product Type filter relies on.
SBR,114,NARRATIVE,Assumptions,,,"- Staff `active` status and the sales-rep toggle are independent flags: a staff member can be inactive but still be a tracked sales rep, and vice-versa."
SBR,116,HEADING,Requirements,,,## 6. Requirements
SBR,118,NARRATIVE,Requirements,,,"> *\* Numbering note: story and requirement numbers are stable across revisions. Some numbers were retired when their content was removed in earlier rounds and are intentionally not reused (there is no Story 7); this keeps existing cross-references valid. Gaps are deliberate, not dropped content.*"
SBR,120,HEADING,Requirements,1,,### Story 1: Access the Sales By Representative Report
SBR,122,STORY-INTRO,Requirements,1,,"**As a** shop manager, **I want** to find the report from the Reports navigation, **so that** I can open it the same way I open every other report."
SBR,124,LABEL,Requirements,1,,**Design:** TBD **Jira:** TBD
SBR,126,LABEL,Requirements,1,,**Requirements:**
SBR,128,REQ-DEF,Requirements,1,S1-R1,"- **S1-R1:** ""Sales By Representative"" appears as an entry in the Reports left-side navigation for every user who can see any other report in the same Performance group. The label is the full word ""Representative,"" not the ""Rep"" shorthand."
SBR,129,REQ-DEF,Requirements,1,S1-R2,"- **S1-R2:** The entry is placed within the **Performance** group, at the **bottom** of the group — immediately below whichever report currently sits last in that group at the time the report is built. Additive: no existing entry is moved, replaced, or reordered."
SBR,130,REQ-DEF,Requirements,1,S1-R3,- **S1-R3:** The relative order of every other navigation entry is unchanged.
SBR,131,REQ-DEF,Requirements,1,S1-R4,- **S1-R4:** Selecting the entry opens the report in the main content area.
SBR,132,REQ-DEF,Requirements,1,S1-R5,"- **S1-R5:** The page title displayed at the top of the report reads ""Sales By Representative""."
SBR,133,REQ-DEF,Requirements,1,S1-R6,"- **S1-R6:** The browser tab title reads ""Sales By Representative - Report | ShopView""."
SBR,134,REQ-DEF,Requirements,1,S1-R7,"- **S1-R7:** The navigation entry's horizontal padding must be sized so the full ""Sales By Representative"" label renders without crowding against the entry's edges and without truncation. This is a layout adjustment; the label is not shortened to fit."
SBR,136,LABEL,Requirements,1,,**Negative cases:**
SBR,138,REQ-DEF,Requirements,1,S1-N1,"- **S1-N1:** If the user lacks permission to access Reports, the entire Reports navigation (including this entry) is not shown."
SBR,140,RULE,Requirements,1,,---
SBR,142,HEADING,Requirements,2,,### Story 2: Filter the report by date range
SBR,144,STORY-INTRO,Requirements,2,,"**As a** user reviewing a specific period, **I want** to set a date range, **so that** the report only includes invoices dated in that period."
SBR,146,LABEL,Requirements,2,,**Design:** TBD **Jira:** TBD
SBR,148,LABEL,Requirements,2,,**Prerequisites:** The user is on the report.
SBR,150,LABEL,Requirements,2,,**Requirements:**
SBR,152,REQ-DEF,Requirements,2,S2-R1,- **S2-R1:** A date range picker is visible in the report toolbar.
SBR,153,REQ-DEF,Requirements,2,S2-R2,"- **S2-R2:** The user can select any standard preset (Today, Yesterday, This Week, This Month, Last Month, This Year, Last Year, This Quarter, Last Quarter, Custom)."
SBR,154,REQ-DEF,Requirements,2,S2-R3,- **S2-R3:** The user can select a custom range via the date picker dialog.
SBR,155,REQ-DEF,Requirements,2,S2-R4,- **S2-R4:** Changing the date range re-fetches and re-renders the report (a loading indicator is shown per S16-R4).
SBR,156,REQ-DEF,Requirements,2,S2-R5,- **S2-R5:** The chosen date range is reflected in both PDF exports' header strips.
SBR,157,REQ-DEF,Requirements,2,S2-R6,"- **S2-R6:** The **Custom** range is capped at a maximum span of **366 days** (start and end dates inclusive), matching the largest preset. A custom selection whose start-to-end span exceeds 366 days is not accepted; the picker holds the user to a range of 366 days or fewer."
