"Date Range: Jan 1, 2026 - Aug 4, 2026"
"As of: 2026-08-04"
"Locations: All locations"
"Part #",Description,Category,Vendor,Location,Qty,"Unit Cost","Unit Sell","Total Cost","Total Sell",Margin,"Margin %"
3221-M16C,"M16 THREAD REPAIR/ HELI COIL","HD-Misc / Other",—,"Staging Lethbridge - 4310",1.00,$159.62,$261.67,$159.62,$261.67,$102.05,39.0%
327-516,"PIN ","HD-Steering & Suspension","Wuboro Farms","Staging Heavy Duty - 9919",12.00,$13.30,$27.71,$159.60,$332.52,$172.92,52.0%
LF17515,"Engine Oil Filter Maxxforce 7/DT 2010-Up",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",5.00,$31.91,$54.55,$159.55,$272.75,$113.20,41.5%
4--NL4875-050,"1/2 BLUE SILICONE HEATER HOSE (.83"" OD)","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",50.00,$3.19,$6.38,$159.50,$319.00,$159.50,50.0%
65541,"Shock Absorber, Paccar, Front","HD-Steering & Suspension",—,"Staging Heavy Duty - 9919",2.00,$79.69,$128.53,$159.38,$257.06,$97.68,38.0%
84497098,HARNESS,"HD-Lighting & Electrical","Baview Ventures","Staging Heavy Duty - 9919",1.00,$159.38,$245.21,$159.38,$245.21,$85.83,35.0%
577.A5335,"ABS SENSOR KIT 90 DEGREE HEAD 14IN","HD-ABS Comp","Iview Commercial","Staging Lethbridge - 4310",11.00,$14.48,$30.17,$159.28,$331.87,$172.59,52.0%
561.291443,"V-BAND CLAMP (20864019, 21445458, P238312, CL1150, 2871864)",HD-Fasteners,"Iview Commercial","Staging Heavy Duty - 9919",4.00,$39.81,$68.64,$159.24,$274.56,$115.32,42.0%
3900706C1,"GASKET EXH PIPE FLANGE 4 IN J",HD-Exhaust,—,"Staging Heavy Duty - 9919",4.00,$39.74,$70.96,$158.96,$283.84,$124.88,44.0%
3806405,STOP,"HD-Equipment & Hydraulics","Iuboro Transport","Staging Lethbridge - 4310",1.00,$158.83,$252.11,$158.83,$252.11,$93.28,37.0%
AF4588M,"ENGINE AIR FILTER",HD-Filters,—,"Staging Lethbridge - 4310",2.00,$79.40,$122.16,$158.80,$244.32,$85.52,35.0%
830.52306R-10,"STAT SEAL #6",HD-Fasteners,—,"Staging Lethbridge - 4310",108.00,$1.47,$3.13,$158.76,$338.04,$179.28,53.0%
A85979,"SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",2.00,$79.34,$127.97,$158.68,$255.94,$97.26,38.0%
FS20260,"Fuel/Water Separator Cartridge Filter, Paccar MX11/13",HD-Filters,"Enson Forestry","Staging Lethbridge - 4310",2.00,$79.31,$122.02,$158.62,$244.04,$85.42,35.0%
NL560-12,"3/4 SYNFLEX, BLACK GENUINE SAE J844 DOT AIRBRAKE TUBING","HD-Hose & Fittings",—,"Staging Lethbridge - 4310",91.00,$1.74,$3.70,$158.34,$336.70,$178.36,53.0%
"#3 Expanded Steel","#3 Expanded Steel Sheet","HD-Fabrication & Building",—,"Staging Heavy Duty - 9919",1.00,$158.22,$243.42,$158.22,$243.42,$85.20,35.0%
SW42627,"WHEEL SEAL - TRP","HD-Wheel Comp","Teline Rentals","Staging Lethbridge - 4310",9.00,$17.58,$42.16,$158.22,$379.44,$221.22,58.3%
561.29469-B,"V-Band Clamp, Breeze 4.69""",HD-Exhaust,"Iview Commercial","Staging Heavy Duty - 9919",4.00,$39.53,$70.59,$158.12,$282.36,$124.24,44.0%
4902912,"Exhaust Gas Temperature Sensor","HD-Engine Comp",—,"Staging Heavy Duty - 9919",1.00,$158.06,$232.44,$158.06,$232.44,$74.38,32.0%
742208V2,"7-Conductor Trailer Cable /ft.","HD-Lighting & Electrical","Zoburg Maintenance","Staging Heavy Duty - 9919",38.00,$4.15,$8.30,$157.70,$315.40,$157.70,50.0%
A0009957702,"V-Band Clamp, Exhaust",HD-Exhaust,"Ruridge Mining","Staging Heavy Duty - 9919",4.00,$39.40,$70.36,$157.60,$281.44,$123.84,44.0%
KP130UB,"PIN AND BUSHING KIT POLY  HOLLAND","HD-Equipment & Hydraulics","Iview Commercial","Staging Lethbridge - 4310",3.00,$52.51,$92.12,$157.53,$276.36,$118.83,43.0%
RA912,"DOCUMENT HOLDER CLIPBOARD STYLE, PLACARD HOLDER","HD-Trailer Comp",—,"Staging Heavy Duty - 9919",10.00,$15.75,$29.72,$157.50,$297.20,$139.70,47.0%
571.LD5AL24,"LED AMBER WARNING LIGHT","HD-Lighting & Electrical","Iview Commercial","Staging Lethbridge - 4310",2.00,$78.73,$124.97,$157.46,$249.94,$92.48,37.0%
181.CR42672,"CR SCOTSEAL","HD-Wheel Comp","Iview Commercial","Staging Lethbridge - 4310",4.00,$39.36,$67.86,$157.44,$271.44,$114.00,42.0%
571.PT126,"Metri-Pack Sealed Pigtail, 5-Pin, 20""","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",16.00,$9.84,$19.29,$157.44,$308.64,$151.20,49.0%
816.49563,TENSIONER,"HD-Cooling & HVAC",—,"Staging Lethbridge - 4310",1.00,$157.28,$257.83,$157.28,$257.83,$100.55,39.0%
571.LD4AL36,"Warning Light LED Amber","HD-Lighting & Electrical","Iview Commercial","Staging Lethbridge - 4310",4.00,$39.29,$67.74,$157.16,$270.96,$113.80,42.0%
463.DS1313,"DRAG LINK 37.180"" C TO C MACK (13QC3273P13, 8226-L24KT0046, L24VT8312A11)","HD-Steering & Suspension","Iview Commercial","Staging Heavy Duty - 9919",1.00,$157.12,$257.57,$157.12,$257.57,$100.45,39.0%
4301601,"SEAL KIT","HD-Equipment & Hydraulics",—,"Staging Heavy Duty - 9919",1.00,$156.63,$248.62,$156.63,$248.62,$91.99,37.0%
TB-68,"BUSHING SPRING","HD-Steering & Suspension","Wuboro Farms","Staging Lethbridge - 4310",10.00,$15.66,$29.55,$156.60,$295.50,$138.90,47.0%
CL1160,"INTERNATIONAL CLAMP (SAME AS CL1290)",HD-Exhaust,—,"Staging Lethbridge - 4310",4.00,$39.14,$69.89,$156.56,$279.56,$123.00,44.0%
47020,"20"" WIPER BLADE","HD-Truck Accessories","Vatown Works","Staging Heavy Duty - 9919",16.00,$9.78,$21.26,$156.48,$340.16,$183.68,54.0%
338-2220,"CAST HANGER PETERBILT","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",2.00,$78.20,$126.13,$156.40,$252.26,$95.86,38.0%
127-66812WB,"CARGO LED LIGHT","HD-Lighting & Electrical","Haburg Paving","Staging Lethbridge - 4310",3.00,$51.99,$88.12,$155.97,$264.36,$108.39,41.0%
CRS-46300XT,"Wheel Seal","HD-Wheel Comp","Weriver Electrical","Staging Lethbridge - 4310",3.00,$51.89,$87.95,$155.67,$263.85,$108.18,41.0%
3--N66-HYD003," #04 - #12 Steel NPT Jump Size Hyd. Adapter Kit","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",58.00,$2.68,$5.49,$155.44,$318.42,$162.98,51.2%
CL1070,"Cummins 4.75"" V-Band Clamp",HD-Exhaust,"Eagate Mechanical","Staging Heavy Duty - 9919",3.00,$51.75,$89.22,$155.25,$267.66,$112.41,42.0%
ABSZ70-6610,"AIR SPRING CABIN","HD-Air Brakes & Air Suspension",—,"Staging Lethbridge - 4310",6.00,$25.86,$46.18,$155.16,$277.08,$121.92,44.0%
GAT-G25179-1010,"10G-10FJX90S HYD HOSE END, 90D FJIC","HD-Hose & Fittings","Uushore Mining","Staging Lethbridge - 4310",7.00,$22.16,$41.04,$155.12,$287.28,$132.16,46.0%
CYLSEALKIT1.25x3.0,"CYLINDER SEAL KIT 1.25""x3""","HD-Equipment & Hydraulics","Quiside Mining","Staging Heavy Duty - 9919",1.00,$155.00,$246.03,$155.00,$246.03,$91.03,37.0%
FS20089,"Spin-On Fuel/Water Separator Filter, Ram 6.7L, Frame Mount, ",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",2.00,$77.45,$119.16,$154.90,$238.32,$83.42,35.0%
ZCSM10SC-18-60,"18X60MM CRS HEX BOLT, 10.9",HD-Fasteners,"Aiboro Rentals","Staging Heavy Duty - 9919",40.00,$3.87,$7.74,$154.80,$309.60,$154.80,50.0%
GAT-G25230-1212,"12G-12FFORX HYD HOSE END, STR FEM FLAT","HD-Hose & Fittings","Uushore Mining","Staging Lethbridge - 4310",8.00,$19.34,$36.49,$154.72,$291.92,$137.20,47.0%
110.2003,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial","Staging Heavy Duty - 9919",10.00,$15.47,$29.19,$154.70,$291.90,$137.20,47.0%
CL1280,"Detroit Diesel 14.5"" V-Band Clamp, S60",HD-Exhaust,—,"Staging Lethbridge - 4310",3.00,$51.56,$88.89,$154.68,$266.67,$111.99,42.0%
S181704XN1161,"COVERALL SEAT COVER BLACK","HD-Truck Accessories",—,"Staging Heavy Duty - 9919",2.00,$77.16,$124.45,$154.32,$248.90,$94.58,38.0%
562.U3105ABK-T,"5"" TORCA STEP CLAMP",HD-Exhaust,"Iview Commercial","Staging Lethbridge - 4310",9.00,$17.14,$32.34,$154.26,$291.06,$136.80,47.0%
M559170,"HOOD MOUNT BUSHING IHC","HD-Body Exterior","Iview Commercial","Staging Lethbridge - 4310",6.00,$25.70,$45.89,$154.20,$275.34,$121.14,44.0%
M460418,"EXHAUST BUSHING FRIEGHTLINER",HD-Exhaust,—,"Staging Lethbridge - 4310",13.00,$11.86,$24.71,$154.18,$321.23,$167.05,52.0%
120.101014.01,"CAMSHAFT LH ","HD-Heavy Duty Brake Comp","Iview Commercial","Staging Heavy Duty - 9919",3.00,$51.33,$88.50,$153.99,$265.50,$111.51,42.0%
564.55029,"HEADLAMP LH/RH IHC (2006091C91)","HD-Lighting & Electrical","Iview Commercial","Staging Lethbridge - 4310",3.00,$51.30,$86.95,$153.90,$260.85,$106.95,41.0%
KITFR4702-501FFA,"4702 SINGLE BRAKE SHOE KIT 15X4","HD-Heavy Duty Brake Comp",—,"Staging Lethbridge - 4310",2.00,$76.95,$124.11,$153.90,$248.22,$94.32,38.0%
MCB206,"Driveline Carrier Bearing","HD-Drive Train",—,"Staging Heavy Duty - 9919",1.00,$153.88,$252.26,$153.88,$252.26,$98.38,39.0%
321-223,BUSHING,"HD-Steering & Suspension",—,"Staging Lethbridge - 4310",8.00,$19.22,$36.26,$153.76,$290.08,$136.32,47.0%
510031,"BETTS, ROUND RED 2.5"" MARKER LIGHT","HD-Lighting & Electrical","Noburg Oilfield Services","Staging Heavy Duty - 9919",3.00,$51.21,$86.80,$153.63,$260.40,$106.77,41.0%
510032,"BETTS, ROUND 2.5"" AMBER MARKER LIGHT","HD-Lighting & Electrical","Noburg Oilfield Services","Staging Heavy Duty - 9919",3.00,$51.21,$86.80,$153.63,$260.40,$106.77,41.0%
83050,"Cab Shock , Mack","HD-Steering & Suspension","Iview Commercial","Staging Heavy Duty - 9919",2.00,$76.80,$123.87,$153.60,$247.74,$94.14,38.0%
"D786A 7654CE THIN","Brake Pad Kit","HD-Light Duty Brake Comp","Enson Forestry","Staging Heavy Duty - 9919",2.00,$76.80,$123.87,$153.60,$247.74,$94.14,38.0%
SCC916.3,"9/16X 3 CAP SCREW","HD-Shop Supply",—,"Staging Heavy Duty - 9919",10.00,$15.36,$43.89,$153.60,$438.90,$285.30,65.0%
16-09598-000,"SPLIT BUSHING/SPRING PIN SHACKLE (334-1583)","HD-Steering & Suspension","Enson Forestry","Staging Heavy Duty - 9919",8.00,$19.18,$36.19,$153.44,$289.52,$136.08,47.0%
2001BRK,"AIR TANK BRACKET","HD-Air Brakes & Air Suspension",—,"Staging Heavy Duty - 9919",2.00,$76.70,$123.71,$153.40,$247.42,$94.02,38.0%
FRZATM5,"FAST ACTING MIDGET FUSE 600V","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",24.00,$6.39,$12.53,$153.36,$300.72,$147.36,49.0%
9806HD50P014,"Coolant Pump","HD-Cooling & HVAC","Xamill Plumbing","Staging Heavy Duty - 9919",1.00,$153.28,$251.27,$153.28,$251.27,$97.99,39.0%
11-0212-4140,"KING PIN 3/8"" PLATE 4140","HD-Trailer Comp","Wuboro Farms","Staging Lethbridge - 4310",2.00,$76.59,$123.53,$153.18,$247.06,$93.88,38.0%
HIB-3849988,BRACKET,"HD-Equipment & Hydraulics","Iuboro Transport","Staging Heavy Duty - 9919",2.00,$76.55,$127.59,$153.10,$255.18,$102.08,40.0%
SB175,"BABCOCK 1.75"" CLUTCH BRAKE","HD-Drive Train",—,"Staging Heavy Duty - 9919",4.00,$38.22,$68.25,$152.88,$273.00,$120.12,44.0%
452-8713,"AIR BAG (SP 558713-KP, 352-8713, S22948)","HD-Air Brakes & Air Suspension","Wuboro Farms","Staging Lethbridge - 4310",1.00,$152.83,$250.53,$152.83,$250.53,$97.70,39.0%
MSRK1536,"V-ROD REBUSH KIT NEWAY","HD-Steering & Suspension","Wuboro Farms","Staging Heavy Duty - 9919",1.00,$152.78,$250.45,$152.78,$250.45,$97.67,39.0%
562.6015,"WHEEL CLOCK HEAVY DUTY UTILITY","HD-Truck Accessories",—,"Staging Lethbridge - 4310",6.00,$25.46,$45.46,$152.76,$272.76,$120.00,44.0%
109689PGX,"MODEL 9 COALESCING AIR DRYER (109685PGX, 109689-G)","HD-Air Brakes & Air Suspension","Toshore Electrical","Staging Lethbridge - 4310",1.00,$152.38,$249.80,$152.38,$249.80,$97.42,39.0%
346-535,"DRAG LINK ASSY","HD-Drive Train","Wuboro Farms","Staging Lethbridge - 4310",1.00,$152.34,$249.73,$152.34,$249.73,$97.39,39.0%
N63534-06-06,"#06 BW CRIMP COUPLING X #06 FEMALE JIC SWIVEL 90 LONG","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",14.00,$10.88,$20.92,$152.32,$292.88,$140.56,48.0%
B38W,"Forged D-Ring W/ Bracket","HD-Truck Accessories","Aiboro Rentals","Staging Lethbridge - 4310",12.00,$12.66,$19.58,$151.92,$234.96,$83.04,35.3%
GAT-G25181-1212,"12G-12FJX90L HYD HOSE END, 90 FJIC LONG","HD-Hose & Fittings","Uushore Mining","Staging Lethbridge - 4310",5.00,$30.38,$55.24,$151.90,$276.20,$124.30,45.0%
RB-269,"BUSHING 1""X4""X2""-1/2 OD RUBBER","HD-Steering & Suspension","Wuboro Farms","Staging Heavy Duty - 9919",4.00,$37.97,$67.80,$151.88,$271.20,$119.32,44.0%
RB-269,"BUSHING 1""X4""X2""-1/2 OD RUBBER","HD-Steering & Suspension","Wuboro Farms","Staging Lethbridge - 4310",4.00,$37.97,$67.80,$151.88,$271.20,$119.32,44.0%
K38-1069-004,"FUEL RETURN FITTING, 90 DEGREE, VOSS","HD-Hose & Fittings","Keman Electrical","Staging Heavy Duty - 9919",2.00,$75.90,$120.48,$151.80,$240.96,$89.16,37.0%
6674220,"SWITCH, OVERRID CA00709",Uncategorized,—,"Staging Heavy Duty - 9919",1.00,$151.55,$275.55,$151.55,$275.55,$124.00,45.0%
2--NL4875-063,"5/8"" SILICONE HEATER HOSE (.96"" OD)","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",47.00,$3.22,$6.44,$151.34,$302.68,$151.34,50.0%
327-538,PIN,"HD-Steering & Suspension","Wuboro Farms","Staging Lethbridge - 4310",6.00,$25.19,$44.98,$151.14,$269.88,$118.74,44.0%
170.110500,"Spring brake control valve","HD-Heavy Duty Brake Comp","Iview Commercial","Staging Lethbridge - 4310",4.00,$37.78,$127.78,$151.12,$511.12,$360.00,70.4%
DNP610260,"AIR FILTER, Freightliner Long-Haul (AF56500, 49478, P618478, CA5790)",HD-Filters,—,"Staging Heavy Duty - 9919",1.00,$150.91,$215.59,$150.91,$215.59,$64.68,30.0%
PA5418,"ENGINE AIR FLTR",HD-Filters,"Hibridge Supply","Staging Lethbridge - 4310",3.00,$50.28,$81.10,$150.84,$243.30,$92.46,38.0%
N10107-075BR,"3/4"" NPT BRASS 3-WAY BALL VALV","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",5.00,$30.10,$54.73,$150.50,$273.65,$123.15,45.0%
FRZATM20,"SLOW BLOW FUSE 20A","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",24.00,$6.27,$12.29,$150.48,$294.96,$144.48,49.0%
FS19947,"FUEL WATER SEP, INTERNATIONAL",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",2.00,$75.22,$115.73,$150.44,$231.46,$81.02,35.0%
179.3011.15-40,"ELECTRIC CABLE ABS 15FT W/40"" (590163)","HD-Trailer Comp","Iview Commercial","Staging Lethbridge - 4310",2.00,$75.12,$121.16,$150.24,$242.32,$92.08,38.0%
CV15010,"CRANK BREATHER ELEMENT CUMMINS ISB","HD-Engine Comp",—,"Staging Lethbridge - 4310",2.00,$75.12,$112.12,$150.24,$224.24,$74.00,33.0%
816-15,"32"" WIPER BLADE-LG-J-HOOK","HD-Truck Accessories",—,"Staging Heavy Duty - 9919",2.00,$74.95,$129.22,$149.90,$258.44,$108.54,42.0%
FS1007,"FUEL WATER SEP, CUMMINS ISX ",HD-Filters,"Enson Forestry","Staging Lethbridge - 4310",4.00,$37.44,$62.40,$149.76,$249.60,$99.84,40.0%
2507018X,"STRAP KIT","HD-Drive Train","Enson Forestry","Staging Heavy Duty - 9919",5.00,$29.95,$53.48,$149.75,$267.40,$117.65,44.0%
FP1141,"GUNITE SLACK ADJUSTER, AUTO, 28 SPLINE, 1-1/2"" x 6"" (E15025, AS1141, AS1150, SA10203, 25QD51P3, 8084132)","HD-Air Brakes & Air Suspension","Toshore Electrical","Staging Heavy Duty - 9919",3.00,$49.90,$89.11,$149.70,$267.33,$117.63,44.0%
575.10115,"COOLANT RESERVIOR FREIGHTLINER ","HD-Cooling & HVAC","Iview Commercial","Staging Lethbridge - 4310",1.00,$149.69,$247.42,$149.69,$247.42,$97.73,39.5%
181.CR40136,"Oil Seal","HD-Drive Train","Iview Commercial","Staging Lethbridge - 4310",4.00,$37.39,$66.77,$149.56,$267.08,$117.52,44.0%
HIB-3301028,"OUTRIGGER CYLINDER SEAL KIT","HD-Equipment & Hydraulics","Iuboro Transport","Staging Heavy Duty - 9919",1.00,$149.53,$241.18,$149.53,$241.18,$91.65,38.0%
FS1098,"Fuel/Water Separator, Cummins B6.7/L9 ",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",2.00,$74.66,$116.66,$149.32,$233.32,$84.00,36.0%
4--NL4875-075,"3/4 SILICONE HEATER HOSE (1.08"" OD)","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",40.00,$3.73,$7.46,$149.20,$298.40,$149.20,50.0%
CVC-7-B2,"FORD GOLD ANTIFREEZE CONCENTRATE",HD-Fluids,"Uitown Industries","Staging Lethbridge - 4310",6.00,$24.85,$35.50,$149.10,$213.00,$63.90,30.0%
87500,"Arm Cylinder Pin LABRIE","HD-Body Exterior","Luhall Maintenance","Staging Lethbridge - 4310",2.00,$74.48,$106.57,$148.96,$213.14,$64.18,30.1%
AF26163M,"Air Filter, Primary, Volvo",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",2.00,$74.48,$116.38,$148.96,$232.76,$83.80,36.0%
LF16233,"LUBE OIL FILTER, MX-13 ",HD-Filters,"Enson Forestry","Staging Lethbridge - 4310",4.00,$37.11,$61.85,$148.44,$247.40,$98.96,40.0%
RB-259,"Leaf Spring Eye Eushing","HD-Steering & Suspension","Wuboro Farms","Staging Lethbridge - 4310",4.00,$37.11,$66.27,$148.44,$265.08,$116.64,44.0%
110.2005,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial","Staging Lethbridge - 4310",11.00,$13.47,$28.06,$148.17,$308.66,$160.49,52.0%
CPS3/16,"CHECKER PLATE STEEL 3/16""","HD-Fabrication & Building","Faburg Concrete","Staging Heavy Duty - 9919",11.00,$13.45,$25.87,$147.95,$284.57,$136.62,48.0%
4946823,"V-Band Clamp, EGR","HD-Engine Comp","Enson Forestry","Staging Heavy Duty - 9919",2.00,$73.96,$112.91,$147.92,$225.82,$77.90,34.5%
AB1DK23P-9974,"Air Spring Rolling Lobe (9974)","HD-Air Brakes & Air Suspension","Iview Commercial","Staging Lethbridge - 4310",1.00,$147.88,$244.43,$147.88,$244.43,$96.55,39.5%
107794PGX,"AD9, MODEL 9 COALESCING DESICCANT CARTRIDGE","HD-Air Brakes & Air Suspension","Toshore Electrical","Staging Lethbridge - 4310",4.00,$36.95,$65.98,$147.80,$263.92,$116.12,44.0%
PHI12-2061,"GLADHAND STANDARD MOUNT SERVICE QWIK-E (441175, 441176, 122061)","HD-Air Brakes & Air Suspension","Iview Commercial","Staging Heavy Duty - 9919",6.00,$24.62,$44.76,$147.72,$268.56,$120.84,45.0%
LF17549,"Engine Oil Filter Cartridge, Navistar A26/N13",HD-Filters,"Enson Forestry","Staging Lethbridge - 4310",2.00,$73.84,$115.38,$147.68,$230.76,$83.08,36.0%
3572012C1,"SENSOR GAUGE LOW COOLANT SENDE","HD-Cooling & HVAC",—,"Staging Heavy Duty - 9919",1.00,$147.65,$244.05,$147.65,$244.05,$96.40,39.5%
4--NL4875-063,"5/8 SILICONE HEATER HOSE (.96"" OD)","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",45.00,$3.28,$6.56,$147.60,$295.20,$147.60,50.0%
"SP 559297-KP","AIR BAG ","HD-Steering & Suspension","Wuboro Farms","Staging Lethbridge - 4310",1.00,$147.49,$243.79,$147.49,$243.79,$96.30,39.5%
GAC-1/8-3/16,"1/8"" CLR COATED GAC",HD-Fasteners,"Aiboro Rentals","Staging Heavy Duty - 9919",491.00,$0.30,$0.86,$147.30,$422.26,$274.96,65.1%
MK22153S,"1 1/2 28 SPLINE 5-6","HD-Heavy Duty Brake Comp",—,"Staging Heavy Duty - 9919",1.00,$147.21,$243.32,$147.21,$243.32,$96.11,39.5%
A85084,"SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",2.00,$73.54,$126.79,$147.08,$253.58,$106.50,42.0%
A9360900651,"Fuel Filter Cartridge Kit, Detroit DD5/DD8, OEM",HD-Filters,"Enson Forestry","Staging Lethbridge - 4310",1.00,$146.93,$212.95,$146.93,$212.95,$66.02,31.0%
110.2503,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial","Staging Heavy Duty - 9919",6.00,$24.48,$44.51,$146.88,$267.06,$120.18,45.0%
2--SILCOL-175,"1-3/4"" BLUE SILICONE COOLANT HOSE","HD-Hose & Fittings","Uivale Consulting","Staging Heavy Duty - 9919",7.00,$20.98,$38.85,$146.86,$271.95,$125.09,46.0%
GSK1110,"Cummins 4.875"" ID X 6.25"" OD Conical Wide Flange Gasket",HD-Emissions,—,"Staging Lethbridge - 4310",10.00,$14.67,$26.20,$146.70,$262.00,$115.30,44.0%
8-97387-159-0,"ROTOR SENSOR","HD-ABS Comp",—,"Staging Heavy Duty - 9919",2.00,$73.33,$126.43,$146.66,$252.86,$106.20,42.0%
KN68230-G,"SOLENOID VALVE (12V)","HD-Air Brakes & Air Suspension","Toshore Electrical","Staging Lethbridge - 4310",3.00,$48.86,$87.25,$146.58,$261.75,$115.17,44.0%
571.LD40A10,"F/P/T Light, LED, 10 Diode, 4"", Amber","HD-Lighting & Electrical","Iview Commercial","Staging Lethbridge - 4310",11.00,$13.31,$25.60,$146.41,$281.60,$135.19,48.0%
SQT1x1x1/8,"SQUARE TUBING 1""x1""x1/8""","HD-Fabrication & Building","Faburg Concrete","Staging Heavy Duty - 9919",69.00,$2.12,$4.51,$146.28,$311.19,$164.91,53.0%
TP-71-341,SPD/KIT,"HD-Trailer Brake Comp","Wuboro Farms","Staging Lethbridge - 4310",4.00,$36.51,$65.20,$146.04,$260.80,$114.76,44.0%
3729401,HOLDER,"HD-Equipment & Hydraulics","Iuboro Transport","Staging Lethbridge - 4310",1.00,$146.03,$235.53,$146.03,$235.53,$89.50,38.0%
BWSTEEL,"4'x10' STEEL SHEET, BRIGHT WHITE 26GA","HD-Fabrication & Building","Iomoor Excavating","Staging Lethbridge - 4310",2.00,$73.00,$121.67,$146.00,$243.34,$97.34,40.0%
24070065,"3-1/2"" V-BAND CLAMP",HD-Exhaust,—,"Staging Lethbridge - 4310",2.00,$72.93,$125.74,$145.86,$251.48,$105.62,42.0%
571.LD45R52,"STOP/TAIL/TURN LIGHT LED 3-1/2in X 5-1/","HD-Lighting & Electrical","Iview Commercial","Staging Lethbridge - 4310",7.00,$20.73,$38.39,$145.11,$268.73,$123.62,46.0%
8157-RL,"7 CONDUCTOR TRAILER CABLE","HD-Lighting & Electrical","Weriver Electrical","Staging Heavy Duty - 9919",46.00,$3.15,$6.30,$144.90,$289.80,$144.90,50.0%
C-AGN7-229-826,SEAL,Uncategorized,—,"Staging Heavy Duty - 9919",3.00,$48.29,$120.73,$144.87,$362.19,$217.32,60.0%
A83123,"SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",4.00,$36.19,$64.62,$144.76,$258.48,$113.72,44.0%
179.3025.20,"AIRPOWER 3 IN 1 LINE 20 FEET ","HD-Trailer Comp","Iview Commercial","Staging Lethbridge - 4310",1.00,$144.55,$238.93,$144.55,$238.93,$94.38,39.5%
321-243,"Center/Walking Beam Bushing","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",1.00,$144.43,$238.73,$144.43,$238.73,$94.30,39.5%
CS8SC-056-350,"9/16""X3-1/2"" NC BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals","Staging Heavy Duty - 9919",95.00,$1.52,$3.23,$144.40,$306.85,$162.45,52.9%
NL4905-225,"2-1/4"" 3-PLY BLUE SILICONE COOLANT HOSE (2.57"" OD)","HD-Cooling & HVAC",—,"Staging Lethbridge - 4310",8.00,$18.05,$34.06,$144.40,$272.48,$128.08,47.0%
N63530-10-10,"#10 BW CRIMP COUPLING X #10 MALE JIC RIGID STRAIGHT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",12.00,$12.03,$23.13,$144.36,$277.56,$133.20,48.0%
122484,"10W30 MOBIL DELVAC 1300 SUPER, 18.9L [PAIL]",HD-Fluids,—,"Staging Heavy Duty - 9919",2.00,$71.98,$102.83,$143.96,$205.66,$61.70,30.0%
FPK26-1062-02,"HYDRA BRAKE PADS, HINO","HD-Heavy Duty Brake Comp",—,"Staging Heavy Duty - 9919",1.00,$143.94,$237.92,$143.94,$237.92,$93.98,39.5%
571.LD9240DM,"LIGHT BAR LED 21.5"" (64J21, UCL20CB, 36783)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",1.00,$143.86,$224.78,$143.86,$224.78,$80.92,36.0%
5004049-G3,"Governor, D-2A","HD-Air Brakes & Air Suspension","Toshore Electrical","Staging Lethbridge - 4310",3.00,$47.95,$85.62,$143.85,$256.86,$113.01,44.0%
AF25526,"Primary Engine Air Filter (Use with Secondary Filter AF25484)",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",4.00,$35.96,$59.93,$143.84,$239.72,$95.88,40.0%
8T5838,"Threaded U Bolt Rod ","HD-Steering & Suspension","Wuboro Farms","Staging Lethbridge - 4310",14.00,$10.27,$21.40,$143.78,$299.60,$155.82,52.0%
321-244,BUSHING,"HD-Steering & Suspension",—,"Staging Lethbridge - 4310",1.00,$143.72,$237.55,$143.72,$237.55,$93.83,39.5%
ZCSM10SC-16-80,"16X80MM CRS HEX BOLT, 10.9",HD-Fasteners,"Aiboro Rentals","Staging Heavy Duty - 9919",43.00,$3.34,$6.68,$143.62,$287.24,$143.62,50.0%
