internal_id,testrail_case_id,testrail_link,report,section,title,verdict,reason,merge_group,merge_survivor,sense_verdict,sense_reason,contradiction_group,contradiction_counterparts,contradiction_resolution,genuine_refs_ok,layman_runnable,layman_note,status_ledger,status_note,type,api_related
SBC-LBL-01,C30134,https://shopview.testrail.io/index.php?/cases/view/30134,SBC,SBC — Asset Labels,"Asset identified by VIN, falling back to Unit #, then plate",KEEP,The asset identifier chain Chris Ward ruled standard for every report - high-value and cross-cutting.,,,SENSIBLE,Four asset shapes seeded; items 4 and 5 honestly hedged as build-confirmed.,,,,Y,OK,Needs assets with each identifier missing in turn.,VIU-Observed-PASS,,Functional,False
SBC-LBL-04,C30137,https://shopview.testrail.io/index.php?/cases/view/30137,SBC,SBC — Asset Labels,Duplicate asset labels get stable (#1)/(#2) suffixes that survive reloads,WEAK-KEEP,"Duplicate-label suffixes; a real requirement but much rarer now the identifier is the VIN, and the mechanism was not found in the build.",,,SENSIBLE,Three steps including the reload that tests stability.,,,,Y,OK,,NOT-BUILT,,Functional,False
SBC-LINK-01,C30138,https://shopview.testrail.io/index.php?/cases/view/30138,SBC,SBC — Invoice Links & Navigation,The invoice number opens the invoice in the same browser tab,KEEP,Link-target contract for both invoice kinds plus same-tab behaviour - wrong-target bugs are real and common.,,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-LINK-02,C30139,https://shopview.testrail.io/index.php?/cases/view/30139,SBC,SBC — Invoice Links & Navigation,Browser back from an invoice restores filters; sort and columns; rows shut,KEEP,"Round-trip state restoration on browser back, with the deliberate expansion loss called out.",,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-LINK-03,C30140,https://shopview.testrail.io/index.php?/cases/view/30140,SBC,SBC — Invoice Links & Navigation,Customer name is plain text; the invoice link never turns visited-purple,WEAK-KEEP,Link styling and the never-visited-purple rule; cosmetic.,,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-LINK-04,C30141,https://shopview.testrail.io/index.php?/cases/view/30141,SBC,SBC — Invoice Links & Navigation,An invoice deleted after load shows the not-found state and back returns,WEAK-KEEP,Graceful degradation when the destination disappeared; largely the application's standard not-found behaviour rather than this report's own.,,,SENSIBLE,"Needs a second session to delete the invoice, which the precondition states.",,,,Y,OK,,VIU-Observed-PASS,,Negative,False
SBC-LOC-01,C30109,https://shopview.testrail.io/index.php?/cases/view/30109,SBC,SBC — Location Filter,"Location filter: rightmost, lists accessible locations, All locations on top",KEEP,Location filter anatomy plus the PO-ruled hidden filter for a one-location user.,,,SENSIBLE,Four steps; the one-location half folded in rather than authored as a near-duplicate.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-LOC-03,C30111,https://shopview.testrail.io/index.php?/cases/view/30111,SBC,SBC — Location Filter,Selecting locations scopes the data; All locations covers every accessible one,KEEP,Location scoping behaviour plus per-row identification and the on-screen scope indicator.,,,SENSIBLE,Four steps; items 4 and 5 hedged as build-confirmed.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-LOC-04,C38912,https://shopview.testrail.io/index.php?/cases/view/38912,SBC,SBC — Location Filter,The Location column shows only with more than one location; Multiple on totals,KEEP,"Location column visibility, the Multiple-on-aggregating-rows rule, exact-on-invoice-rows, picker exclusion, and all four export surfaces (Rule 40).",,,FIX-WORDING,"Expected 7 (""The Location filter control keeps the same width whichever label it shows"") is the same cosmetic filler as IV-LOC-06 expected 6 and PV-FILT-14 expected 6 - three cases carry an identical stray assertion. Split it into one styling case or drop it from all three.",,,,Y,OK,Needs a customer and an asset with invoices at two locations; none existed on this org.,VIU-Observed-PASS,,Functional,False
SBC-MOB-01,C30188,https://shopview.testrail.io/index.php?/cases/view/30188,SBC,SBC — Mobile,On a phone every toolbar control works on touch; the toolbar splits in two,KEEP,Mobile toolbar breakpoint behaviour and touch operability of every control.,,,SENSIBLE,Three steps with a concrete breakpoint.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-MOB-02,C30189,https://shopview.testrail.io/index.php?/cases/view/30189,SBC,SBC — Mobile,On touch the table scrolls sideways with Subtotal pinned and chevrons work,KEEP,"Mobile horizontal scroll with the pinned Subtotal, working chevrons and the link.",,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-NAV-01,C30096,https://shopview.testrail.io/index.php?/cases/view/30096,SBC,SBC — Access & Navigation,"Sales By Customer listed under Performance, below existing links; titles correct",KEEP,"Navigation placement, page and tab titles, plus the permission ruling; the build places it under a different group so the case is live-value.",,,SENSIBLE,Expected 5 tells the tester exactly what to report and what not to change.,,,,Y,OK,,DEVIATION,,Functional,False
SBC-PERM-01,C30098,https://shopview.testrail.io/index.php?/cases/view/30098,SBC,SBC — Permissions,Ordinary reports access opens Sales By Customer — no separate permission,KEEP,Permission allow side under the one-permission ruling.,,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-PERM-02,C30099,https://shopview.testrail.io/index.php?/cases/view/30099,SBC,SBC — Permissions,"Without reports access, Sales By Customer is not listed and cannot open",KEEP,Permission block side including the direct-link probe.,,,SENSIBLE,Two steps; precondition 2 tells the tester to capture the address first.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
SBC-PERM-03,C30100,https://shopview.testrail.io/index.php?/cases/view/30100,SBC,SBC — Permissions,Opening an invoice you lack permission for shows access-denied; back works,KEEP,Destination-permission negative - the report must not become a back door into an invoice.,,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
SBC-PERM-04,C30101,https://shopview.testrail.io/index.php?/cases/view/30101,SBC,SBC — Permissions,Location access enforced: no data from a location the user cannot access,KEEP,Location-access enforcement including the deliberate attempt to request an inaccessible location - a real tenant-safety contract.,,,SENSIBLE,Step 3 now names the two probe routes concretely after the 2026-07-28 repair.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
SBC-PERM-05,C39447,https://shopview.testrail.io/index.php?/cases/view/39447,SBC,SBC — Permissions,No Sales By Customer permission is offered in the role permission editor,KEEP,"The FE-hide half of Chris Ward's hidden-and-inert permission ruling - the only observable half, and correctly the only half authored.",,,SENSIBLE,Three steps; the notes state plainly why the inert back-end half gets no case.,,,,Y,OK,Metadata gap: this is the ONLY case in the suite with an empty api_related field - backfill it.,VIU-Observed-PASS,,Negative,
SBC-PERS-01,C30174,https://shopview.testrail.io/index.php?/cases/view/30174,SBC,SBC — Saved View & Persistence,Filters; sort and visible columns are restored on the next visit,KEEP,Saved-view restoration across six settings plus the no-default-flash requirement.,,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-PERS-02,C30175,https://shopview.testrail.io/index.php?/cases/view/30175,SBC,SBC — Saved View & Persistence,"Type-ahead search text, expansion state and scroll position are not saved",KEEP,What is deliberately NOT saved - prevents three separate false bug reports.,,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-PERS-03,C30176,https://shopview.testrail.io/index.php?/cases/view/30176,SBC,SBC — Saved View & Persistence,A saved value that is no longer valid is dropped and falls back to default,KEEP,Stale saved value discarded to default without an error.,,,SENSIBLE,The note admits which invalid-value classes are not provocable and says to record them as such.,,,,Y,OK,Needs an admin to remove a location assignment.,VIU-Observed-PASS,,Functional,False
SBC-PERS-04,C30177,https://shopview.testrail.io/index.php?/cases/view/30177,SBC,SBC — Saved View & Persistence,The saved view is specific to this report and does not affect any other report,WEAK-KEEP,"Per-report isolation of the saved view; low value, though a shared storage key would be a real bug.",,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-PERS-05,C30178,https://shopview.testrail.io/index.php?/cases/view/30178,SBC,SBC — Saved View & Persistence,With no saved view every setting uses its own default,KEEP,All six first-visit defaults in one case rather than six - the anti-slop packaging done right.,,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-PERS-06,C30179,https://shopview.testrail.io/index.php?/cases/view/30179,SBC,SBC — Saved View & Persistence,When a saved view and a page-link range clash the saved view wins,KEEP,"Saved view beats a page-link range - a precedence contract, currently unreachable because link state is not built.",,,SENSIBLE,Two steps.,,,,Y,OK,,DEVIATION,,Functional,False
SBC-PERS-07,C30180,https://shopview.testrail.io/index.php?/cases/view/30180,SBC,SBC — Saved View & Persistence,Customer filter restore: all-customers stays all; an id set is intersected,KEEP,Customer-filter restore semantics in both directions (flag state vs id set intersection).,,,SENSIBLE,Two clearly-labelled scenarios.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-SORT-01,C30142,https://shopview.testrail.io/index.php?/cases/view/30142,SBC,SBC — Sorting,"All columns sortable except chevron; text alphabetical, numbers by value",KEEP,Sortability matrix plus the sort-scope rule; it caught four non-sorting columns and a false sort arrow live.,,,SENSIBLE,Step 1 enumerates every header to click.,,,,Y,OK,,DEVIATION,,Functional,False
SBC-SORT-02,C30143,https://shopview.testrail.io/index.php?/cases/view/30143,SBC,SBC — Sorting,Default sort is Customer name ascending case-insensitive,KEEP,Default sort and its case-insensitivity.,,,SENSIBLE,"Precondition seeds mixed-case names, which is what makes the check real.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-SORT-03,C30144,https://shopview.testrail.io/index.php?/cases/view/30144,SBC,SBC — Sorting,Missing values sort to the bottom ascending and to the top descending,KEEP,Missing-value placement in both sort directions.,,,SENSIBLE,Two steps; the precondition tells the tester how to get an em-dash row.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-SORT-04,C30145,https://shopview.testrail.io/index.php?/cases/view/30145,SBC,SBC — Sorting,Sorting by Date orders customers by their most recent invoice date,KEEP,Date sort orders customers by their most recent invoice - a non-obvious semantic that would be easy to implement wrongly.,,,SENSIBLE,Step 2 has the tester expand to confirm the underlying dates.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-TREE-01,C30121,https://shopview.testrail.io/index.php?/cases/view/30121,SBC,SBC — Tree & Rows,Each customer gets one summary row with its invoice count in parentheses,KEEP,One summary row per customer with a filter-sensitive invoice count - the count-is-not-lifetime assertion is the valuable half.,,,FIX-WORDING,Expected 3 asserts colour #616161 at font-weight 600 and the note says to check it with dev tools. PV-VIS-02 and SBC-EXP-08 were already repaired to remove exactly this class of unmeasurable assertion; this case was missed. Apply the same repair.,,,,Y,TOOL,Expected 3 needs dev tools for colour and font weight.,VIU-Observed-PASS,,Functional,False
SBC-TREE-02,C30122,https://shopview.testrail.io/index.php?/cases/view/30122,SBC,SBC — Tree & Rows,A customer with no matching invoices in the current view is not shown,WEAK-KEEP,"No zero-value placeholder rows; a thin negative, but row-padding bugs do happen.",,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
SBC-TREE-03,C30123,https://shopview.testrail.io/index.php?/cases/view/30123,SBC,SBC — Tree & Rows,Expanding a customer reveals asset rows; chevrons toggle and are independent,KEEP,"Asset-row reveal, its anatomy, and the independence of every chevron - seven distinct assertions in one sitting.",,,SENSIBLE,"Three steps drive expansion, cross-customer independence and collapse.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-TREE-04,C30124,https://shopview.testrail.io/index.php?/cases/view/30124,SBC,SBC — Tree & Rows,Expanding an asset reveals its invoice rows with number link and date,KEEP,"Invoice-row reveal, its full column set and the body date format.",,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-TREE-05,C30125,https://shopview.testrail.io/index.php?/cases/view/30125,SBC,SBC — Tree & Rows,Invoices group into one asset row per vehicle record,KEEP,Grouping by vehicle record plus the legacy no-vehicle-id snapshot path - a real data-integrity contract.,,,SENSIBLE,The legacy path is honestly hedged as possibly dev-seeded.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-TREE-06,C30126,https://shopview.testrail.io/index.php?/cases/view/30126,SBC,SBC — Tree & Rows,Asset rows order A to Z with the Parts Sales bucket always last,KEEP,"Asset ordering, the Parts Sales bucket always last, and independence from the column sort.",,,SENSIBLE,Step 2 drives the sort-independence half.,,,,Y,OK,Needs a no-vehicle invoice; none existed on this org.,VIU-Observed-PASS,,Functional,False
SBC-TREE-08,C30128,https://shopview.testrail.io/index.php?/cases/view/30128,SBC,SBC — Tree & Rows,Header-row chevron expands or collapses every customer on the current page,KEEP,Expand-all/collapse-all including its verbatim tooltips and the page-scoped boundary.,,,SENSIBLE,Three steps covering both states.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
