report,spec_prefix,story,story_title,requirement_id,kind,assertion_index,assertion_count,requirement_text_verbatim,assertion_text_verbatim,surfaces,verdict,verdict_reason,evidence_basis,covering_internal_ids,covering_c_ids,covering_links,quote_from_c_id,quote_from_internal_id,covering_expected_quote_verbatim,overlap_score,anchor_mapping
Work In Progress,WIP,7,Filters,S7-R2,requirement,2,2,"S7-R2: The toolbar has a Customer filter, a searchable type-ahead multi-select listing the customers present in the loaded jobs. The user types to narrow the list and selects one or more customers; narrowing is on screen only (no reload).",The user types to narrow the list and selects one or more customers; narrowing is on screen only (no reload).,On screen,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.375; not individually read,machine-substantiated,WIP-FLT-02,C30499,https://shopview.testrail.io/index.php?/cases/view/30499,C30499,WIP-FLT-02,Selecting customers narrows the visible jobs on screen only (no reload);,0.375,DIRECT
Work In Progress,WIP,7,Filters,S7-R3,requirement,1,1,"S7-R3: When no customer is selected, the Customer filter reads ""All customers"" and every job is shown; the filter offers a single ""Clear"" action that returns it to ""All customers"", shown only once at least one customer is selected.","When no customer is selected, the Customer filter reads ""All customers"" and every job is shown; the filter offers a single ""Clear"" action that returns it to ""All customers"", shown only once at least one customer is selected.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.571; not individually read,machine-substantiated,WIP-FLT-02,C30499,https://shopview.testrail.io/index.php?/cases/view/30499,C30499,WIP-FLT-02,"With no customer selected, the filter reads ""All customers"", every job is shown, and no Clear action is offered.",0.571,DIRECT
Work In Progress,WIP,7,Filters,S7-R4,requirement,1,3,"S7-R4: The toolbar has an Asset filter, a searchable type-ahead multi-select listing the assets present in the loaded jobs. Each option shows the unit number and the vehicle identification number, and the user's typed text matches against EITHER the unit number OR the vehicle identification number. Selecting one or more assets narrows the visible jobs on screen only (no reload).","The toolbar has an **Asset** filter, a searchable type-ahead multi-select listing the assets present in the loaded jobs.",,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),WIP-FLT-03,C30500,https://shopview.testrail.io/index.php?/cases/view/30500,C30500,WIP-FLT-03,"With no asset selected, the filter reads ""All assets"" and every job is shown.",0.273,DIRECT
Work In Progress,WIP,7,Filters,S7-R4,requirement,2,3,"S7-R4: The toolbar has an Asset filter, a searchable type-ahead multi-select listing the assets present in the loaded jobs. Each option shows the unit number and the vehicle identification number, and the user's typed text matches against EITHER the unit number OR the vehicle identification number. Selecting one or more assets narrows the visible jobs on screen only (no reload).","Each option shows the unit number and the vehicle identification number, and the user's typed text matches against EITHER the unit number OR the vehicle identification number.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.5; not individually read,machine-substantiated,WIP-FLT-03,C30500,https://shopview.testrail.io/index.php?/cases/view/30500,C30500,WIP-FLT-03,"The typed text matches against the asset's identifier - the VIN, and the Unit # where the asset has one (the exact fields matched are confirmed in the build).",0.5,DIRECT
Work In Progress,WIP,7,Filters,S7-R4,requirement,3,3,"S7-R4: The toolbar has an Asset filter, a searchable type-ahead multi-select listing the assets present in the loaded jobs. Each option shows the unit number and the vehicle identification number, and the user's typed text matches against EITHER the unit number OR the vehicle identification number. Selecting one or more assets narrows the visible jobs on screen only (no reload).",Selecting one or more assets narrows the visible jobs on screen only (no reload).,On screen,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-FLT-03,C30500,https://shopview.testrail.io/index.php?/cases/view/30500,C30500,WIP-FLT-03,Selecting assets narrows the visible jobs on screen only (no reload);,1.0,DIRECT
Work In Progress,WIP,7,Filters,S7-R5,requirement,1,1,"S7-R5: When no asset is selected, the Asset filter reads ""All assets"" and every job is shown; the filter offers a single ""Clear"" action that returns it to ""All assets"", shown only once at least one asset is selected.","When no asset is selected, the Asset filter reads ""All assets"" and every job is shown; the filter offers a single ""Clear"" action that returns it to ""All assets"", shown only once at least one asset is selected.",,COVERED-HUMAN-READ,"flagged by the polarity sweep and read by hand; the covering case asserts the same thing, not its opposite",hand-read this run (polarity-flag set),WIP-FLT-03,C30500,https://shopview.testrail.io/index.php?/cases/view/30500,C30500,WIP-FLT-03,"a single ""Clear"" action appears once at least one asset is selected and returns the filter to ""All assets"".",0.714,DIRECT
Work In Progress,WIP,7,Filters,S7-R6,requirement,1,3,"S7-R6: The toolbar has a date-range control offering the standard presets — ""Today"", ""Yesterday"", ""This Week"", ""Last Week"", ""This Month"", ""Last Month"", ""This Year"", ""Last Year"", ""This Quarter"", ""Last Quarter"", and ""Custom"". It defaults to "" This Week"". ""All Time"" is not offered.","The toolbar has a **date-range** control offering the standard presets — ""Today"", ""Yesterday"", ""This Week"", ""Last Week"", ""This Month"", ""Last Month"", ""This Year"", ""Last Year"", ""This Quarter"", ""Last Quarter"", and ""Custom"".",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.571; not individually read,machine-substantiated,WIP-FLT-04,C30501,https://shopview.testrail.io/index.php?/cases/view/30501,C30501,WIP-FLT-04,"""Today"", ""Yesterday"", ""This Week"", ""Last Week"", ""This Month"", ""Last Month"", ""This Year"", ""Last Year"", ""This Quarter"", ""Last Quarter"", and ""Custom"".",0.571,DIRECT
Work In Progress,WIP,7,Filters,S7-R6,requirement,2,3,"S7-R6: The toolbar has a date-range control offering the standard presets — ""Today"", ""Yesterday"", ""This Week"", ""Last Week"", ""This Month"", ""Last Month"", ""This Year"", ""Last Year"", ""This Quarter"", ""Last Quarter"", and ""Custom"". It defaults to "" This Week"". ""All Time"" is not offered.","It defaults to **"" This Week""**.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-FLT-04,C30501,https://shopview.testrail.io/index.php?/cases/view/30501,C30501,WIP-FLT-04,"On a fresh visit the date range defaults to ""This Week"".",1.0,DIRECT
Work In Progress,WIP,7,Filters,S7-R6,requirement,3,3,"S7-R6: The toolbar has a date-range control offering the standard presets — ""Today"", ""Yesterday"", ""This Week"", ""Last Week"", ""This Month"", ""Last Month"", ""This Year"", ""Last Year"", ""This Quarter"", ""Last Quarter"", and ""Custom"". It defaults to "" This Week"". ""All Time"" is not offered.","""All Time"" is not offered.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-FLT-04,C30501,https://shopview.testrail.io/index.php?/cases/view/30501,C30501,WIP-FLT-04,"""All Time"" is NOT offered.",1.0,DIRECT
Work In Progress,WIP,7,Filters,S7-R7,requirement,1,1,S7-R7: Each preset (or Custom) filters the report to work orders whose created date falls within the selected range; changing the range reloads the report.,Each preset (or Custom) filters the report to work orders whose **created date** falls within the selected range; changing the range reloads the report.,,COVERED-HUMAN-READ,"flagged by the polarity sweep and read by hand; the covering case asserts the same thing, not its opposite",hand-read this run (polarity-flag set),WIP-FLT-05,C30502,https://shopview.testrail.io/index.php?/cases/view/30502,C30502,WIP-FLT-05,Each preset (or Custom) filters the report to work orders whose CREATED date falls within the selected range — an open work order created outside the range is not listed.,0.786,DIRECT
Work In Progress,WIP,7,Filters,S7-R8,requirement,1,1,S7-R8: A Custom range is capped at a 366-day maximum span (start to end).,A Custom range is capped at a 366-day maximum span (start to end).,,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),WIP-FLT-05,C30502,https://shopview.testrail.io/index.php?/cases/view/30502,C30502,WIP-FLT-05,Each preset (or Custom) filters the report to work orders whose CREATED date falls within the selected range — an open work order created outside the range is not listed.,0.25,DIRECT
Work In Progress,WIP,7,Filters,S7-R9,requirement,1,2,"S7-R9: The toolbar has a Location filter (rightmost), a multi-select listing the locations the signed-in user can access, with an ""All locations"" / ""Clear all"" toggle. On a first visit it defaults to the user's currently active location.","The toolbar has a **Location** filter (rightmost), a multi-select listing the locations the signed-in user can access, with an ""All locations"" / ""Clear all"" toggle.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-FLT-06,C30503,https://shopview.testrail.io/index.php?/cases/view/30503,C30503,WIP-FLT-06,"The Location filter is the rightmost toolbar filter, a multi-select listing the locations the signed-in user can access, with an ""All locations"" / ""Clear all"" toggle.",1.0,DIRECT
Work In Progress,WIP,7,Filters,S7-R9,requirement,2,2,"S7-R9: The toolbar has a Location filter (rightmost), a multi-select listing the locations the signed-in user can access, with an ""All locations"" / ""Clear all"" toggle. On a first visit it defaults to the user's currently active location.",On a first visit it defaults to the user's currently active location.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-FLT-06,C30503,https://shopview.testrail.io/index.php?/cases/view/30503,C30503,WIP-FLT-06,On a first visit it defaults to the user's currently active location.,1.0,DIRECT
Work In Progress,WIP,7,Filters,S7-R10,requirement,1,1,"S7-R10: Selecting one, several, or all locations reloads the report scoped to that set.","Selecting one, several, or all locations reloads the report scoped to that set.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.833; not individually read,machine-substantiated,WIP-FLT-06,C30503,https://shopview.testrail.io/index.php?/cases/view/30503,C30503,WIP-FLT-06,"Selecting one, several, or all locations reloads the report scoped to that set (rows from the added location appear).",0.833,DIRECT
Work In Progress,WIP,7,Filters,S7-R11,requirement,1,1,"S7-R11: The location scope is always constrained to the locations the user can access; a location the user cannot access is never included, and if the selection resolves to none, the report falls back to the user's currently active location.","The location scope is always constrained to the locations the user can access; a location the user cannot access is never included, and if the selection resolves to none, the report falls back to the user's currently active location.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.471; not individually read,machine-substantiated,WIP-FLT-07,C30504,https://shopview.testrail.io/index.php?/cases/view/30504,C30504,WIP-FLT-07,"If the selection resolves to none, the report falls back to the user's currently active location rather than showing everything or erroring.",0.471,DIRECT
Work In Progress,WIP,7,Filters,S7-R12,requirement,1,1,"S7-R12: The advisor, customer, and asset filters combine: a job must pass all three to remain visible, and each also feeds the summary strip and each tab's Totals row (Story 5, Story 6).","The advisor, customer, and asset filters combine: a job must pass all three to remain visible, and each also feeds the summary strip and each tab's Totals row (Story 5, Story 6).",,COVERED-HUMAN-READ,"flagged by the polarity sweep and read by hand; the covering case asserts the same thing, not its opposite",hand-read this run (polarity-flag set),WIP-FLT-08,C30505,https://shopview.testrail.io/index.php?/cases/view/30505,C30505,WIP-FLT-08,"The summary strip and each tab's Totals row recompute immediately from the still-visible jobs after every advisor, customer, or asset change — on screen, with no page reload.",0.5,DIRECT
