"Date Range: Aug 1, 2026 - Aug 31, 2026"
"As of: 2026-08-06"
"Locations: Staging Heavy Duty - 9919"
"Part #",Description,Category,Vendor,Qty,"Unit Cost","Unit Sell","Total Cost","Total Sell",Margin,"Margin %"
GSK1050,"Cummins 12.5"" ID X 13.25"" OD DPF Gasket - ISX",HD-Emissions,"Eagate Mechanical",4.00,$18.80,$32.41,$75.20,$129.64,$54.44,42.0%
71422,"TRIANGLE FLARE KIT, HAZARD (5043410, 553453, GT-8500)","HD-Truck Accessories","Weriver Electrical",2.00,$37.55,$67.05,$75.10,$134.10,$59.00,44.0%
84794790,CABLE,"HD-Lighting & Electrical","Baview Ventures",1.00,$75.04,$119.11,$75.04,$119.11,$44.07,37.0%
8586398,"RECOIL CLUTCH KIT","HD-Drive Train",—,3.00,$24.99,$45.44,$74.97,$136.32,$61.35,45.0%
ZCSM10SC-14-25,"14X25MM CRS HEX BOLT, 10.9",HD-Fasteners,"Aiboro Rentals",51.00,$1.47,$3.13,$74.97,$159.63,$84.66,53.0%
NL560-08,"1/2 SYNFLEX, BLACK GENUINE SAE J844 DOT AIRBRAKE TUBING","HD-Hose & Fittings","Humoor Energy",78.00,$0.96,$2.13,$74.88,$166.14,$91.26,54.9%
A147202,"DOOSAN PRIMARY AIR FILTER (AF4838, 46749, P181191, PA2784)",HD-Filters,"Botown Retail",1.00,$74.87,$116.98,$74.87,$116.98,$42.11,36.0%
3--PC1469S-12E,"3/4"" BRASS DOT TUBE PUSH-IN X","HD-Hose & Fittings",—,4.00,$18.70,$35.28,$74.80,$141.12,$66.32,47.0%
7902,"WHEEL SPACER/SAVER","HD-Heavy Duty Brake Comp",—,10.00,$7.48,$16.26,$74.80,$162.60,$87.80,54.0%
HAN-9914.0382,"GEAR, REEL","HD-Equipment & Hydraulics",—,1.00,$74.75,$126.69,$74.75,$126.69,$51.94,41.0%
100.4719.11,"BRAKE KIT","HD-Heavy Duty Brake Comp","Iview Commercial",8.00,$9.34,$20.30,$74.72,$162.40,$87.68,54.0%
B4157NA,"4157 AMBER LIGHT BULB","HD-Lighting & Electrical",—,9.00,$8.27,$16.22,$74.43,$145.98,$71.55,49.0%
PFED1235,"guide ring",Uncategorized,—,2.00,$37.18,$92.95,$74.36,$185.90,$111.54,60.0%
363-5819,"Fuel Water Separator",Off-Road,"Figrove Apparel",2.00,$37.15,$46.44,$74.30,$92.88,$18.58,20.0%
DDE-23536419,HOSE,"HD-Engine Comp",—,7.00,$10.61,$18.95,$74.27,$132.65,$58.38,44.0%
110.2506,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",3.00,$24.71,$44.93,$74.13,$134.79,$60.66,45.0%
293106-500L,"Delo TorqForce 30, Per Liter ",HD-Fluids,"Aline Mechanical",13.00,$5.70,$9.83,$74.10,$127.79,$53.69,42.0%
UB1250,"TRAILER BREAK AWAY BATTERY 12V",HD-Batteries,"Weriver Electrical",3.00,$24.69,$41.85,$74.07,$125.55,$51.48,41.0%
571.LD974WL4,"FLUSH MOUNT LED WORK LAMP 3"" SQUARE FLOOD (36535)","HD-Lighting & Electrical","Iview Commercial",4.00,$18.51,$34.92,$74.04,$139.68,$65.64,47.0%
K37-1017,"Fuel/Water Separator Cartridge Kit, (FS20388, PF46238)",HD-Filters,"Keman Electrical",1.00,$74.00,$115.63,$74.00,$115.63,$41.63,36.0%
FF5612,"Fuel Filter, Cummins ISB/QSB",HD-Filters,"Enson Forestry",4.00,$18.46,$32.96,$73.84,$131.84,$58.00,44.0%
KV16428,"AIR FILTER ELEMENT (AF25555)",HD-Filters,"Botown Retail",1.00,$73.75,$115.23,$73.75,$115.23,$41.48,36.0%
NL4860-050X50,"1/2"" BLACK HEATER HOSE (.81"" OD)","HD-Hose & Fittings","Humoor Energy",76.00,$0.97,$2.16,$73.72,$164.16,$90.44,55.1%
2--1469-12D,"3/4"" BRASS TUBE X 1/2"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",10.00,$7.37,$14.45,$73.70,$144.50,$70.80,49.0%
FS19947,"Fuel/Water Separator, Navistar MaxxForce",HD-Filters,"Enson Forestry",1.00,$73.66,$115.09,$73.66,$115.09,$41.43,36.0%
562.U3135SS,"BAND CLAMP PREFORMED 3.5""",HD-Exhaust,"Iview Commercial",8.00,$9.19,$19.98,$73.52,$159.84,$86.32,54.0%
AP0018,"ECM CONNECTORS","HD-Engine Comp","Xistone Consulting",1.00,$73.51,$112.23,$73.51,$112.23,$38.72,34.5%
AT1.1/4,"ALUMINUM PIPE TUBING 1-1/4""","HD-Fabrication & Building",—,10.00,$7.35,$14.41,$73.50,$144.10,$70.60,49.0%
FCI-13725913,"TERM FEM MX150.GPLD","HD-Lighting & Electrical","Enson Forestry",21.00,$3.50,$7.00,$73.50,$147.00,$73.50,50.0%
83-3350,"Heat Shrinkable Butt Connector, 16 - 14 Gauge","HD-Lighting & Electrical","Aiboro Rentals",163.00,$0.45,$1.13,$73.35,$184.19,$110.84,60.2%
D769-7636CE,"Brake Pad Kit","HD-Light Duty Brake Comp","Enson Forestry",1.00,$73.35,$126.46,$73.35,$126.46,$53.11,42.0%
2--N65032-10-10,"#10 R5  FIELD ATTACHABLE","HD-Hose & Fittings","Humoor Energy",2.00,$36.61,$63.12,$73.22,$126.24,$53.02,42.0%
2--1468-8E,"1/2"" BRASS TUBE X 3/4"" MALE NPT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",8.00,$9.15,$17.94,$73.20,$143.52,$70.32,49.0%
573.D440FH-HD,"FLAT HOOK WINCH STRAP - HD 4""","HD-Truck Accessories","Iview Commercial",3.00,$24.40,$44.36,$73.20,$133.08,$59.88,45.0%
ZCSM10BF-14-40,"14X40MM 10.9 BLK FINE BOLT",HD-Fasteners,"Aiboro Rentals",40.00,$1.83,$3.89,$73.20,$155.60,$82.40,53.0%
FS19687,"Fuel/Water Separator",HD-Filters,"Enson Forestry",2.00,$36.56,$60.93,$73.12,$121.86,$48.74,40.0%
ZBE102,"CONTACT BLOOK 1- N/C","HD-Equipment & Hydraulics",—,5.00,$14.62,$28.12,$73.10,$140.60,$67.50,48.0%
ABP10081522,"Preset Wheel Seal and Spacer Kit, Trailer (Paralell Axle)","HD-Trailer Brake Comp","Enson Forestry",1.00,$72.98,$125.82,$72.98,$125.82,$52.84,42.0%
BLD38574C,"WINTER 1000 DIESEL ADDITIVE, ANTI-GEL",HD-Fluids,—,13.00,$5.59,$9.64,$72.67,$125.32,$52.65,42.0%
577.3018,"HD MASTER DISCONNECT SWITCH (51927)","HD-Lighting & Electrical","Iview Commercial",2.00,$36.31,$62.60,$72.62,$125.20,$52.58,42.0%
ABSZ70-7197,"AIR SPRING SEAT BAG","HD-Air Brakes & Air Suspension",—,2.00,$36.25,$64.73,$72.50,$129.46,$56.96,44.0%
102408,"V-Band Clamp","HD-Engine Comp","Enson Forestry",1.00,$72.37,$110.49,$72.37,$110.49,$38.12,34.5%
85072,"Shock Absorber, Hendrickson Truck Suspension","HD-Steering & Suspension","Iview Commercial",1.00,$72.22,$124.51,$72.22,$124.51,$52.29,42.0%
C-AGN1252536,O-RING,Uncategorized,—,4.00,$18.04,$51.54,$72.16,$206.16,$134.00,65.0%
PAC-12124075-L,"TERMINAL, FEMALE .18 AWG","HD-Lighting & Electrical","Enson Forestry",200.00,$0.36,$1.03,$72.00,$206.00,$134.00,65.1%
SH56220830,"BOLT: FLANGE",HD-Fasteners,—,14.00,$5.14,$10.08,$71.96,$141.12,$69.16,49.0%
3959798,"Valve Cover Gasket, ISL/PX-9","HD-Engine Comp","Enson Forestry",1.00,$71.95,$109.85,$71.95,$109.85,$37.90,34.5%
209.350GWTA,"SPINDLE NUT AND WASHER ASSY (SN350GWTA)","HD-Steering & Suspension","Iview Commercial",2.00,$35.96,$64.21,$71.92,$128.42,$56.50,44.0%
DDE-23535411,"STUD, TURBO","HD-Engine Comp",—,4.00,$17.97,$30.98,$71.88,$123.92,$52.04,42.0%
N63533-04-06,"#04 BW CRIMP COUPLING X #06 FEMALE JIC SWIVEL 90","HD-Hose & Fittings","Humoor Energy",7.00,$10.25,$19.71,$71.75,$137.97,$66.22,48.0%
83127,"Shock Absorber, SAF Holland Suspension  ","HD-Steering & Suspension","Iview Commercial",2.00,$35.70,$63.75,$71.40,$127.50,$56.10,44.0%
GSK1030,"Cummins 9.5"" ID X 10.25"" OD DPF Gasket - ISB/PX6",HD-Emissions,"Eagate Mechanical",5.00,$14.28,$25.50,$71.40,$127.50,$56.10,44.0%
571.LD34A2,"Marker Light Kit, LED, Mini Oval, Amber","HD-Lighting & Electrical","Iview Commercial",8.00,$8.92,$17.49,$71.36,$139.92,$68.56,49.0%
S52-6019,"INTERIOR CLIP, PACCAR","HD-Body Exterior","Teline Rentals",6.00,$11.89,$24.77,$71.34,$148.62,$77.28,52.0%
2--PC1466-8D,"1/2"" BRASS DOT TUBE PUSH-IN X 1/2"" FEMALE NPT","HD-Hose & Fittings","Humoor Energy",4.00,$17.82,$33.62,$71.28,$134.48,$63.20,47.0%
HM10.F16.100,"HEX 16MM X 100MM BOLT",HD-Fasteners,—,27.00,$2.64,$5.28,$71.28,$142.56,$71.28,50.0%
PC1466-8D,"1/2"" BRASS DOT TUBE PUSH-IN X 1/2"" FEMALE NPT","HD-Hose & Fittings","Humoor Energy",4.00,$17.82,$33.62,$71.28,$134.48,$63.20,47.0%
179.1029,"SOCKET 7 WAY SPLIT PIN LARGE F ","HD-Trailer Comp","Iview Commercial",4.00,$17.80,$33.59,$71.20,$134.36,$63.16,47.0%
GATK081298,"BELT FORD E350/450","HD-Belts, Pulleys & Tensioners",—,1.00,$71.20,$122.76,$71.20,$122.76,$51.56,42.0%
3905216,"Turbocharger Outlet Clamp, Dodge","HD-Engine Comp",—,1.00,$71.14,$108.61,$71.14,$108.61,$37.47,34.5%
TP-541-3,EQUALIZER,"HD-Steering & Suspension",—,2.00,$35.48,$63.36,$70.96,$126.72,$55.76,44.0%
RQP512,"100R5 COTTON COVER HIGH HEAT (5/8"")","HD-Hose & Fittings",—,4.00,$17.73,$33.45,$70.92,$133.80,$62.88,47.0%
ZCSM10SC-16-90,"16X90MM CRS HEX BOLT, 10.9",HD-Fasteners,"Aiboro Rentals",18.00,$3.94,$7.88,$70.92,$141.84,$70.92,50.0%
HF6720,"Spin-On Hydraulic Filter",HD-Filters,"Enson Forestry",3.00,$23.63,$41.46,$70.89,$124.38,$53.49,43.0%
N68031-04-04,"#04 BRASS PUSH-ON X #04 FEMALE","HD-Hose & Fittings","Humoor Energy",77.00,$0.92,$2.04,$70.84,$157.08,$86.24,54.9%
1472-10D,"5/8"" BRASS TUBE X 1/2"" MALE NPT BRANCH TEE FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",8.00,$8.82,$17.29,$70.56,$138.32,$67.76,49.0%
010108,"EXHAUST WRAP",HD-Exhaust,—,50.00,$1.41,$3.07,$70.50,$153.50,$83.00,54.1%
PHI15-762,"TRAILER PLUG SOCKET 15AMP ","HD-Trailer Comp",—,2.00,$35.22,$62.89,$70.44,$125.78,$55.34,44.0%
FF2200,"Fuel FIlter, Cummins ISM/ISX",HD-Filters,"Enson Forestry",3.00,$23.47,$41.18,$70.41,$123.54,$53.13,43.0%
N63532-04-06,"#04 BW CRIMP COUPLING X #06 FEMALE JIC SWIVEL 45","HD-Hose & Fittings","Humoor Energy",7.00,$10.02,$19.27,$70.14,$134.89,$64.75,48.0%
CB210121-1XSA,"Driveline Carrier Bearing","HD-Drive Train",—,1.00,$70.04,$120.76,$70.04,$120.76,$50.72,42.0%
FP400-10143,"SLACK ADJUSTER, Haldex Style, 40020226M1D","HD-Heavy Duty Brake Comp","Toshore Electrical",1.00,$69.90,$120.51,$69.90,$120.51,$50.61,42.0%
RB-292,"PETE BUSHING","HD-Steering & Suspension","Wuboro Farms",2.00,$34.94,$62.39,$69.88,$124.78,$54.90,44.0%
TB-26,"BUSHING SPRING THREADED","HD-Steering & Suspension","Wuboro Farms",5.00,$13.97,$29.10,$69.85,$145.50,$75.65,52.0%
FB6x1/4,"Flat Bar Steel, 6x1/4""","HD-Fabrication & Building","Faburg Concrete",10.00,$6.98,$13.69,$69.80,$136.90,$67.10,49.0%
SR2000091,"Cabin Air Filter, Paccar",HD-Filters,"Keman Electrical",4.00,$17.45,$31.73,$69.80,$126.92,$57.12,45.0%
ABP10081521,"Preset Wheel Seal and Spacer Kit, Trailer (Tapered Spindle)","HD-Trailer Brake Comp","Enson Forestry",1.00,$69.74,$120.24,$69.74,$120.24,$50.50,42.0%
SP2,"STEEL PIPE 2""","HD-Fabrication & Building","Faburg Concrete",17.00,$4.09,$8.18,$69.53,$139.06,$69.53,50.0%
2961105,REL-MR-24DC/21,"HD-Lighting & Electrical",—,6.00,$11.57,$22.25,$69.42,$133.50,$64.08,48.0%
G1003,"Hi Count® 2 1/2"" LED Clearance Marker Light, Amber, Built in Reflector","HD-Lighting & Electrical","Zoburg Maintenance",7.00,$9.91,$19.43,$69.37,$136.01,$66.64,49.0%
22-P-151,"METAL PTO-BEARING CAP GASKET (CHELSEA)",Uncategorized,"Luwick Commercial",5.00,$13.87,$46.23,$69.35,$231.15,$161.80,70.0%
AS1.1/2x1.1/2x1/8,"ANGLE STEEL 1-1/2""x1-1/2""x1/8""","HD-Fabrication & Building","Faburg Concrete",43.00,$1.61,$3.43,$69.23,$147.49,$78.26,53.1%
A0001802438,"Oil Filter Housing Cap, MBE4000","HD-Engine Comp","Xistone Consulting",1.00,$69.20,$105.65,$69.20,$105.65,$36.45,34.5%
02-12176-000,"Pilot Bearing","HD-Drive Train",—,1.00,$69.16,$119.24,$69.16,$119.24,$50.08,42.0%
571.LD60W20," Back-Up Light, 20-Diode LED, 6"", Oval","HD-Lighting & Electrical","Iview Commercial",3.00,$23.05,$42.69,$69.15,$128.07,$58.92,46.0%
NL4905-250,"2-1/2"" 3-PLY BLUE SILICONE COOLANT HOSE (2.82"" OD)","HD-Cooling & HVAC","Humoor Energy",5.00,$13.81,$28.77,$69.05,$143.85,$74.80,52.0%
N63530-06-06,"#06 BW CRIMP COUPLING X #06 MALE JIC RIGID STRAIGHT","HD-Hose & Fittings","Humoor Energy",18.00,$3.83,$7.66,$68.94,$137.88,$68.94,50.0%
ZCSM10SC-20-30,"20X30MM CRS HEX BOLT, 10.9",HD-Fasteners,"Aiboro Rentals",22.00,$3.13,$6.26,$68.86,$137.72,$68.86,50.0%
49333,"MicroNova® Dot LED Clearance Marker Light, Amber, With Grommet, P2/PC","HD-Lighting & Electrical",—,8.00,$8.60,$16.86,$68.80,$134.88,$66.08,49.0%
590-0195,"CAT YELLOW SPRAY PAINT",HD-Fluids,"Xistone Consulting",4.00,$17.18,$26.43,$68.72,$105.72,$37.00,35.0%
54003,"SuperNova® Sealed Turtleback® II LED Clearance Marker Light, Amber, Dual Intensity, Optic Lens, Male Pin","HD-Lighting & Electrical",—,2.00,$34.31,$62.38,$68.62,$124.76,$56.14,45.0%
209.348GWTP,"SPINDLE NUT AND WASHER ASSY (SN348GWTP)","HD-Steering & Suspension","Iview Commercial",2.00,$34.25,$61.16,$68.50,$122.32,$53.82,44.0%
CS8SC-075-200,"3/4""X2"" NC BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals",41.00,$1.67,$3.55,$68.47,$145.55,$77.08,53.0%
0619455,SEAL-O-RING,"HD-Engine Comp",—,4.00,$17.11,$29.50,$68.44,$118.00,$49.56,42.0%
393-0173,"VOYAGER 1PC WHEEL SEAL (SKF47697/47691, 370003A/380003A, 392-9131, 309-0973, 10045887)","HD-Wheel Comp","Aiboro Rentals",1.00,$68.32,$112.00,$68.32,$112.00,$43.68,39.0%
769875,"1"" SPLIT LOOM","HD-Lighting & Electrical","Yahall Energy",122.00,$0.56,$1.40,$68.32,$170.80,$102.48,60.0%
172.2000BH,"AIR TANK 1425 CUBIC IN VOL 8.0","HD-Air Brakes & Air Suspension","Iview Commercial",1.00,$68.28,$117.72,$68.28,$117.72,$49.44,42.0%
4975215,"Engine Oil Cooler Housing Seal, ISX12","HD-Engine Comp","Enson Forestry",1.00,$68.20,$104.12,$68.20,$104.12,$35.92,34.5%
12-14741-001,STRAP-AIR,"HD-Air Brakes & Air Suspension",—,2.00,$34.07,$60.84,$68.14,$121.68,$53.54,44.0%
KRY00829,"GREY PRIMER PAINT",HD-Fluids,"Cuview Management",6.00,$11.35,$17.46,$68.10,$104.76,$36.66,35.0%
14125A,"TRAILER WHEEL BEARING","HD-Wheel Comp","Wuboro Farms",8.00,$8.50,$16.67,$68.00,$133.36,$65.36,49.0%
LP34216,"V-Band Clamp",HD-Emissions,—,1.00,$67.97,$103.77,$67.97,$103.77,$35.80,34.5%
N63552-04-04,"#04 BW CRIMP COUPLING X #04 FEMALE ORFS SWIVEL 90","HD-Hose & Fittings","Humoor Energy",7.00,$9.71,$19.04,$67.97,$133.28,$65.31,49.0%
564.55216,"AUX Turn Signal/Side Lamp, International","HD-Lighting & Electrical","Iview Commercial",4.00,$16.97,$32.02,$67.88,$128.08,$60.20,47.0%
FS19975,"FUEL/WATER SEPARATOR, John Deere (33977, P551435, BF7950-D)",HD-Filters,"Enson Forestry",3.00,$22.54,$39.54,$67.62,$118.62,$51.00,43.0%
CS8SC-075-800,"3/4 X 8 GR8 PL NC BOLT",HD-Fasteners,"Aiboro Rentals",10.00,$6.76,$13.26,$67.60,$132.60,$65.00,49.0%
V2177838,"Low Gloss Black Enamel","HD-Fabrication & Building","Aiboro Rentals",3.00,$22.52,$41.70,$67.56,$125.10,$57.54,46.0%
178.2009BK,"BLACK STACKABLE CABLE BATT 2/0 7"" B (04315, 058118)","HD-Lighting & Electrical","Iview Commercial",6.00,$11.25,$21.63,$67.50,$129.78,$62.28,48.0%
2--1461-10,"5/8"" BRASS TUBE NUT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",10.00,$6.75,$13.24,$67.50,$132.40,$64.90,49.0%
4--1461-10,"5/8"" BRASS TUBE NUT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",10.00,$6.75,$13.24,$67.50,$132.40,$64.90,49.0%
AP1/4,"ALUMINUM PLATE 1/4""","HD-Fabrication & Building",—,9.00,$7.50,$14.71,$67.50,$132.39,$64.89,49.0%
462.ESK4021,"ROD END LH KENWORTH","HD-Steering & Suspension","Iview Commercial",2.00,$33.72,$60.21,$67.44,$120.42,$52.98,44.0%
462.ESK4022,"ROD END RH KENWORTH (K1244022)","HD-Steering & Suspension","Iview Commercial",2.00,$33.72,$60.21,$67.44,$120.42,$52.98,44.0%
562.6146,"WHEEL CHOCK","HD-Truck Accessories","Iview Commercial",4.00,$16.85,$31.79,$67.40,$127.16,$59.76,47.0%
K-4122,"Eaton Output Shaft Locknut, M48-2.0 ","HD-Drive Train",—,2.00,$33.64,$60.07,$67.28,$120.14,$52.86,44.0%
571.LD13R13,"Marker Light, LED, 2.5"", Beehive, Red","HD-Lighting & Electrical","Iview Commercial",11.00,$6.11,$11.98,$67.21,$131.78,$64.57,49.0%
N63531-12-12,"#12 BW CRIMP COUPLING X #12 FEMALE JIC SWIVEL STRAIGHT","HD-Hose & Fittings","Humoor Energy",7.00,$9.60,$18.82,$67.20,$131.74,$64.54,49.0%
293105-500,"Delo TorqForce 10W, Pail",HD-Fluids,"Aline Mechanical",0.50,$134.24,$191.78,$67.12,$95.89,$28.77,30.0%
561.29590,"V-Band Clamp",HD-Exhaust,—,4.00,$16.78,$31.66,$67.12,$126.64,$59.52,47.0%
FF5507,"Fuel FIlter, Mack/Volvo",HD-Filters,"Enson Forestry",3.00,$22.35,$39.21,$67.05,$117.63,$50.58,43.0%
23961868,"BELT V RIBBED","HD-Belts, Pulleys & Tensioners",—,1.00,$66.97,$115.46,$66.97,$115.46,$48.49,42.0%
04-552352,"CAMSHAFT LH (17-863, M16WKL15-236, 123.102316.07)","HD-Heavy Duty Brake Comp",—,1.00,$66.89,$115.33,$66.89,$115.33,$48.44,42.0%
N63550-10-10,"#10 BW CRIMP COUPLING X #10 FEMALE ORFS SWIVEL STRAIGHT","HD-Hose & Fittings","Humoor Energy",5.00,$13.37,$25.71,$66.85,$128.55,$61.70,48.0%
83-2150,"Heat Shrinkable Butt Connector, 22-18 Gauge","HD-Lighting & Electrical","Aiboro Rentals",98.00,$0.68,$1.70,$66.64,$166.60,$99.96,60.0%
C-AGN7-229-821,SEAL,Uncategorized,—,1.00,$66.59,$147.98,$66.59,$147.98,$81.39,55.0%
2--NL4550-050,"1/2"" AIR BRAKE HOSE, RUBBER J1402 DOT AIRBRAKE 225 PSI","HD-Hose & Fittings",—,50.00,$1.33,$2.83,$66.50,$141.50,$75.00,53.0%
209.325GWDT,"SPINDLE NUT AND WASHER ASSY (SN325GWDT)","HD-Steering & Suspension","Iview Commercial",2.00,$33.25,$59.37,$66.50,$118.74,$52.24,44.0%
4--NL4550-050,"1/2 AIR BRAKE HOSE, RUBBER J1402 DOT AIRBRAKE 225 PSI","HD-Hose & Fittings","Humoor Energy",50.00,$1.33,$2.83,$66.50,$141.50,$75.00,53.0%
4884162,"1 MINUTE EPOXY",HD-Fluids,"Cuview Management",5.70,$11.66,$17.94,$66.46,$102.26,$35.80,35.0%
NN8SC-062,"5/8"" NC NYLON LOCKNUT",HD-Fasteners,"Aiboro Rentals",151.00,$0.44,$1.10,$66.44,$166.10,$99.66,60.0%
575.1078,"POWER STEERING RESERVIOR FREIGHTLINER (1413205000, 1414746000, 1417058000)","HD-Steering & Suspension","Iview Commercial",1.00,$66.41,$114.50,$66.41,$114.50,$48.09,42.0%
2--84-2430PK,"16- 14GA HEAT SHRINK MAL QUICK CONNECT","HD-Lighting & Electrical","Aiboro Rentals",83.00,$0.80,$2.00,$66.40,$166.00,$99.60,60.0%
BW-236577N,GASKET,"HD-Air Brakes & Air Suspension",—,17.00,$3.90,$8.48,$66.30,$144.16,$77.86,54.0%
177.1163666,"PLC Y Union 3/8 X 3/8 X 3/8in","HD-Hose & Fittings",—,6.00,$11.04,$21.23,$66.24,$127.38,$61.14,48.0%
L8141F,"Fuel/Water Separator Filter, John Deere/Caterpillar",HD-Filters,"Aiboro Rentals",1.00,$66.20,$103.44,$66.20,$103.44,$37.24,36.0%
12-336,"GLADHAND - SERVICE, BLUE, SHUT-OFF VALVE, SURFACE","HD-Trailer Comp","Zoburg Maintenance",1.00,$66.05,$113.88,$66.05,$113.88,$47.83,42.0%
4--12-336,"GLADHAND - SERVICE, BLUE, SHUT-OFF VALVE, SURFACE","HD-Trailer Comp","Zoburg Maintenance",1.00,$66.05,$113.88,$66.05,$113.88,$47.83,42.0%
M84-6044-004,"DPF - FRAME/CARRIAGE STRAP",HD-Emissions,"Teline Rentals",1.00,$66.02,$100.79,$66.02,$100.79,$34.77,34.5%
12-338,"GLADHAND - EMERGENCY, RED, SHUT-OFF VALVE, SURFACE","HD-Trailer Comp","Zoburg Maintenance",1.00,$66.00,$113.79,$66.00,$113.79,$47.79,42.0%
2--N65031-06-06,"#06 R5  FIELD ATTACHABLE X #06 FEMALE JIC SWIVEL","HD-Hose & Fittings","Humoor Energy",10.00,$6.60,$12.94,$66.00,$129.40,$63.40,49.0%
4--12-338,"GLADHAND - EMERGENCY, RED, SHUT-OFF VALVE, SURFACE","HD-Trailer Comp","Zoburg Maintenance",1.00,$66.00,$113.79,$66.00,$113.79,$47.79,42.0%
CR2,"COLD ROLLED ROUND BAR 2""","HD-Fabrication & Building",—,6.00,$11.00,$21.15,$66.00,$126.90,$60.90,48.0%
5I-8670,"Advanced Efficiency Hydraulic Filter (5I-8670, HF35519, P573481, WL10243, BT9464)",HD-Filters,"Figrove Apparel",1.00,$65.81,$102.83,$65.81,$102.83,$37.02,36.0%
8-97173-951-0,"5 PIN RELAY","HD-Lighting & Electrical","Baview Ventures",1.00,$65.70,$107.70,$65.70,$107.70,$42.00,39.0%
CS8SC-100-600,"1""X6"" GR8 PL NC BOLT",HD-Fasteners,"Aiboro Rentals",8.00,$8.21,$16.10,$65.68,$128.80,$63.12,49.0%
120.101028.01,"CAMSHAFT LH ","HD-Heavy Duty Brake Comp","Iview Commercial",2.00,$32.83,$58.62,$65.66,$117.24,$51.58,44.0%
120.101028.02,"CAMSHAFT RH ","HD-Heavy Duty Brake Comp","Iview Commercial",2.00,$32.83,$58.62,$65.66,$117.24,$51.58,44.0%
76-8431,"2 WIRE, 14GA, GREY JACKET CABLE","HD-Lighting & Electrical",—,98.00,$0.67,$1.68,$65.66,$164.64,$98.98,60.1%
83038,"Cab Shock, Freightliner","HD-Steering & Suspension","Iview Commercial",2.00,$32.82,$58.61,$65.64,$117.22,$51.58,44.0%
SLM10.9C16,"M16x2.0 STOVER NUT",HD-Fasteners,—,57.00,$1.15,$2.45,$65.55,$139.65,$74.10,53.1%
24378413,"FUEL TANK STRAP LINING 2.5""W","HD-Body Exterior","Xawick Consulting",2.00,$32.72,$58.43,$65.44,$116.86,$51.42,44.0%
577.46608,"BINARY SWITCH AC FREIGHTLINER (22-51296-000, 110640, 1514)","HD-Lighting & Electrical","Iview Commercial",3.00,$21.75,$40.28,$65.25,$120.84,$55.59,46.0%
3608960,"Fuel Filter Element (360-8960, 360-8958/3608958, PF46137)",HD-Filters,"Figrove Apparel",2.00,$32.61,$55.74,$65.22,$111.48,$46.26,41.5%
RB-233,"Freightliner Silent Block Spring Bushing (Steer Axle)","HD-Steering & Suspension","Wuboro Farms",2.00,$32.50,$58.04,$65.00,$116.08,$51.08,44.0%
N9059-10-10,"#10 MALE JIC X #10 MALE BSPP A","HD-Hose & Fittings","Humoor Energy",7.00,$9.26,$18.16,$64.82,$127.12,$62.30,49.0%
156012,"1/4"" HSS Drill Bit",Uncategorized,—,18.00,$3.60,$14.40,$64.80,$259.20,$194.40,75.0%
710000PG,"TURBO 2000 CARTRIDGE PG","HD-Air Brakes & Air Suspension",—,1.00,$64.75,$111.64,$64.75,$111.64,$46.89,42.0%
4238521,"Fuel Water Separator (423-8521, FS20051, P551010/P550900)",HD-Filters,"Figrove Apparel",1.00,$64.73,$102.75,$64.73,$102.75,$38.02,37.0%
N000000001390,"Sealing Ring","HD-Engine Comp","Enson Forestry",9.00,$7.19,$13.32,$64.71,$119.88,$55.17,46.0%
N6565-10-10,"#10 FEMALE JIC SWIVEL X #10 FEMALE JIC SWIVEL","HD-Hose & Fittings","Uivale Consulting",3.00,$21.56,$39.93,$64.68,$119.79,$55.11,46.0%
1139-8C,"1/2 HOSE X 3/8 NPT 90 VALVE","HD-Hose & Fittings",—,2.00,$32.31,$58.75,$64.62,$117.50,$52.88,45.0%
WAB-432-480-002-2,"PURGE VALVE KIT","HD-Heavy Duty Brake Comp",—,1.00,$64.59,$111.36,$64.59,$111.36,$46.77,42.0%
2667796,"Hydraulic Filter Element (266-7796, HF35540)",HD-Filters,"Figrove Apparel",1.00,$64.43,$102.27,$64.43,$102.27,$37.84,37.0%
2--N65031-12-12,"REUSABLE FEILD ATTACHMENT","HD-Hose & Fittings","Humoor Energy",4.00,$16.05,$30.28,$64.20,$121.12,$56.92,47.0%
ZCSM10SC-14-80,"14X80MM CRS HEX BOLT, 10.9",HD-Fasteners,"Aiboro Rentals",20.00,$3.21,$6.42,$64.20,$128.40,$64.20,50.0%
RE541922,"Fuel Water Separator John Deere Equip. (FS20076, WF10158, P551433, BF9891-D)",HD-Filters,"Botown Retail",1.00,$64.16,$101.84,$64.16,$101.84,$37.68,37.0%
6131534C1,"CONNECTOR AIR TANK M22 X 1.5","HD-Air Brakes & Air Suspension",—,1.00,$64.05,$110.43,$64.05,$110.43,$46.38,42.0%
