id,cid,testrail_link,rep,area,title,verdict,field,detail,field_title,field_title_vs_expected,field_references,field_section,field_notes,curated
SBC-CALC-07,C30155,https://shopview.testrail.io/index.php?/cases/view/30155,SBC,CALC,The totals row covers the whole filtered set; not just the current page,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-COL-01,C30156,https://shopview.testrail.io/index.php?/cases/view/30156,SBC,COL,Column selector is its own toolbar button with nine toggles all on,CORRECT AS IS,Expected,"Nine toggles match in order; tooltip is ""Column Selection""; no Location toggle - all three confirmed. Tiny nit: our text puts the full stop inside the quotes.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
SBC-COL-02,C30157,https://shopview.testrail.io/index.php?/cases/view/30157,SBC,COL,"Column toggles hide header+cells; Customer, Subtotal and chevron never in list",CORRECT AS IS,Expected,"Customer, Subtotal and the chevron column are absent from the selector and always present.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
SBC-EXP-01,C30159,https://shopview.testrail.io/index.php?/cases/view/30159,SBC,EXP,The overflow menu holds exactly the four download items - no Print,CORRECT AS IS,Expected,"Four menu items match verbatim and in order, and there is no Print item anywhere on the build. This also answers the standing Print question.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
SBC-EXP-02,C30160,https://shopview.testrail.io/index.php?/cases/view/30160,SBC,EXP,Download file names carry the version and the active date range,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-EXP-03,C30161,https://shopview.testrail.io/index.php?/cases/view/30161,SBC,EXP,"Expanded View CSV: column order, blank-cell rules, and the Locations line",CORRECT AS IS,Expected,"PERFECT MATCH on both scopes: 13 columns single-location in the exact stated order, 14 with Location immediately after Date when more than one location is in scope.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
SBC-EXP-04,C30162,https://shopview.testrail.io/index.php?/cases/view/30162,SBC,EXP,CSV formats: Margin % plain; dates mm-dd-yyyy; currency plain; no color,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-EXP-05,C30163,https://shopview.testrail.io/index.php?/cases/view/30163,SBC,EXP,CSV and PDF hold exactly the customers matching the active filters and sort,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-EXP-06,C30164,https://shopview.testrail.io/index.php?/cases/view/30164,SBC,EXP,Each download item shows a loading state and its own export-failed toast,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-EXP-08,C30166,https://shopview.testrail.io/index.php?/cases/view/30166,SBC,EXP,"PDF page: A4 landscape, uniform margins, ShopView footer and page numbers",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-EXP-09,C30167,https://shopview.testrail.io/index.php?/cases/view/30167,SBC,EXP,"PDF header: title, organization, date range, Product Type and Locations lines",EDIT NEEDED,Expected,"CURRENT: the ""Locations:"" line  ||  PROPOSED: Position is now pinned: it is the FIRST line of the file. Also, with every location in scope it prints the words ""All locations"" rather than naming them.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
SBC-EXP-10,C30168,https://shopview.testrail.io/index.php?/cases/view/30168,SBC,EXP,"PDF logo is embedded, scales without distortion",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-EXP-11,C30169,https://shopview.testrail.io/index.php?/cases/view/30169,SBC,EXP,Expanded View PDF body matches the CSV's columns and on-screen rules,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-EXP-14,C30172,https://shopview.testrail.io/index.php?/cases/view/30172,SBC,EXP,"An export over 10,000 data rows is refused with the too-large toast",CORRECT AS IS,Expected,The too-large message matches the build verbatim. Observed at the API layer; the toast rendering still needs a UI step.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
SBC-EXP-15,C30173,https://shopview.testrail.io/index.php?/cases/view/30173,SBC,EXP,A no-match export still downloads headers and a zero totals row,REFUTED / EDIT NEEDED,Expected,"CURRENT: item 1: ""The export still downloads - no error and no warning is shown.""  ||  PROPOSED: The build shows a warning toast ""Empty export"" / ""Export didn't yield any results"" with a Close action and starts NO download.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
SBC-PERS-01,C30174,https://shopview.testrail.io/index.php?/cases/view/30174,SBC,PERS,Filters; sort and visible columns are restored on the next visit,NOT REACHED,-,"Persistence needs a set-then-revisit-then-reload pass, plus a second browser profile for the per-browser claim.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-PERS-02,C30175,https://shopview.testrail.io/index.php?/cases/view/30175,SBC,PERS,"Type-ahead search text, expansion state and scroll position are not saved",NOT REACHED,-,"Persistence needs a set-then-revisit-then-reload pass, plus a second browser profile for the per-browser claim.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-PERS-03,C30176,https://shopview.testrail.io/index.php?/cases/view/30176,SBC,PERS,A saved value that is no longer valid is dropped and falls back to default,NOT REACHED,-,"Persistence needs a set-then-revisit-then-reload pass, plus a second browser profile for the per-browser claim.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-PERS-04,C30177,https://shopview.testrail.io/index.php?/cases/view/30177,SBC,PERS,The saved view is specific to this report and does not affect any other report,NOT REACHED,-,"Persistence needs a set-then-revisit-then-reload pass, plus a second browser profile for the per-browser claim.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-PERS-05,C30178,https://shopview.testrail.io/index.php?/cases/view/30178,SBC,PERS,With no saved view every setting uses its own default,NOT REACHED,-,"Persistence needs a set-then-revisit-then-reload pass, plus a second browser profile for the per-browser claim.",OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-PERS-06,C30179,https://shopview.testrail.io/index.php?/cases/view/30179,SBC,PERS,When a saved view and a page-link range clash the saved view wins,NOT REACHED,-,"Persistence needs a set-then-revisit-then-reload pass, plus a second browser profile for the per-browser claim.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-PERS-07,C30180,https://shopview.testrail.io/index.php?/cases/view/30180,SBC,PERS,Customer filter restore: all-customers stays all; an id set is intersected,NOT REACHED,-,"Persistence needs a set-then-revisit-then-reload pass, plus a second browser profile for the per-browser claim.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-EXP-16,C38856,https://shopview.testrail.io/index.php?/cases/view/38856,SBC,EXP,Summary and Expanded View downloads exist for both PDF and CSV,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-EMPTY-01,C30181,https://shopview.testrail.io/index.php?/cases/view/30181,SBC,EMPTY,Empty state shows in the table body; toolbar interactive; kept selection returns,PARTLY OBSERVED,-,The empty-grid text and the empty-export toast were observed; the per-filter empty variants were not.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-EMPTY-02,C30182,https://shopview.testrail.io/index.php?/cases/view/30182,SBC,EMPTY,The empty-state message never appears while the table is still loading,PARTLY OBSERVED,-,The empty-grid text and the empty-export toast were observed; the per-filter empty variants were not.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-EMPTY-04,C30184,https://shopview.testrail.io/index.php?/cases/view/30184,SBC,EMPTY,A failed data fetch shows the error toast which fades after 5 seconds,PARTLY OBSERVED,-,The empty-grid text and the empty-export toast were observed; the per-filter empty variants were not.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-VIS-01,C30185,https://shopview.testrail.io/index.php?/cases/view/30185,SBC,VIS,Page and toolbar match the suite theme in padding; surface and alignment,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-VIS-02,C30186,https://shopview.testrail.io/index.php?/cases/view/30186,SBC,VIS,Row surfaces alternate by tree level; header and totals rows stay white,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-VIS-03,C30187,https://shopview.testrail.io/index.php?/cases/view/30187,SBC,VIS,Dark mode darkens every surface while the PDF always renders light,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-MOB-01,C30188,https://shopview.testrail.io/index.php?/cases/view/30188,SBC,MOB,On a phone every toolbar control works on touch; the toolbar splits in two,NOT REACHED,-,Needs a narrow-viewport pass.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-MOB-02,C30189,https://shopview.testrail.io/index.php?/cases/view/30189,SBC,MOB,On touch the table scrolls sideways with Subtotal pinned and chevrons work,NOT REACHED,-,Needs a narrow-viewport pass.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-API-01,C30190,https://shopview.testrail.io/index.php?/cases/view/30190,SBC,API,Asset and invoice rows are fetched on first expand; one call per customer,PARTLY OBSERVED,-,"Endpoints, parameters and status codes observed; pagination/sort round-trips not exercised case by case.",OK,OK,OK (ticket + spec anchor),API case - must sit in an API-titled section,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-API-02,C30191,https://shopview.testrail.io/index.php?/cases/view/30191,SBC,API,Sorting is applied on the server and re-fetches the first page,PARTLY OBSERVED,-,"Endpoints, parameters and status codes observed; pagination/sort round-trips not exercised case by case.",OK,OK,OK (ticket + spec anchor),API case - must sit in an API-titled section,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
